지역구,어린이집명,주소
동작구,마리아몬테소리스쿨어린이집,서울 동작구 사당2동 105번지(4-3공구 팔각정 1층)
동대문구,미래숲어린이집,"서울특별시 동대문구 한천로 248 103동 106호(휘경동, 주공아파트)"
양천구,큰별어린이집,서울특별시 양천구 월정로 165 매직브레인어린이집
도봉구,방학1동어린이집,서울특별시 도봉구 도당로27길 16 (방학동)
광진구,광장아이자람어린이집,서울특별시 광진구 광나루로56길 32 구의현대아파트 202동 103호
양천구,신월이화어린이집,서울특별시 양천구 지양로13길 20 (신월동)
노원구,참즐거운어린이집,"서울특별시 노원구 한글비석로 396 106동 101호(상계동, 벽산)"
성동구,구립 행당어린이집,서울특별시 성동구 행당로 82 한진2차아파트 관리동2층 (행당동)
관악구,노아어린이집,서울특별시 관악구 남부순환로145길 6 (신림동)  [조원동]
강서구,등촌7방과후교실,서울특별시 강서구 공항대로43길 104 (등촌동)
마포구,주은놀이방어린이집,서울특별시 마포구 양화진2길 25 (합정동)
중랑구,우리어린이집,"서울특별시 중랑구 신내역로 165 217동 304호(신내동, 우디안아파트)"
광진구,광장어린이집,서울특별시 광진구 아차산로66길 8 (광장동)
강동구,고덕샛별어린이집,"서울특별시 강동구 양재대로 1706 4동 104호(고덕동, 아남아파트)"
노원구,빛나라어린이집,"서울특별시 노원구 마들로 111 ,12동 101호(월계동, 미성아파트)"
도봉구,베베궁어린이집,서울특별시 도봉구 도봉로169나길 107-3
관악구,우리세상 어린이집,서울특별시 관악구 인헌1나길 3 (봉천동)  [인헌동]
서초구,꿈을그리는아이들어린이집,서울특별시 서초구 방배중앙로25길 36 101호(방배동)
중랑구,아이빌어린이집,서울 중랑구 면목본동 109-1
금천구,동심어린이집,서울특별시 금천구 독산로56길 34 (시흥동)
관악구,꾸러기어린이집,서울특별시 관악구 문성로 242 (신림동)  [신원동]
강북구,새롬어린이집,서울특별시 강북구 수유로4길 35 (수유동)
관악구,동심어린이집,서울 관악구 신림13동 711-75
강북구,평강 어린이집,서울특별시 강북구 한천로124나길 34 평강어린이집 (번동)
양천구,삐아제에듀케어어린이집,서울특별시 양천구 남부순환로46길 28 (신월동)
영등포구,초록세상어린이집,서울 영등포구 영등포동8가 삼환아파트 관리사무소 2층  8가 76-1
강서구,솔로몬어린이집,서울특별시 강서구 화곡로44나길 1 솔로몬어린이집
관악구,민지어린이집,서울특별시 관악구 행운1길 9 2층 (봉천동)  [행운동]
은평구,에벤에셀 어린이집,서울특별시 은평구 서오릉로21길 36 (구산동)
중랑구,금빛어린이집,서울특별시 중랑구 용마산로53길 26 (면목동)
강북구,꽃길어린이집,서울특별시 강북구 인수봉로52가길 42 (수유동)
성북구,푸른솔어린이집,서울특별시 성북구 정릉로 305 경남아파트 경남아파트단지내 (정릉동)
관악구,평안어린이집,서울특별시 관악구 은천로 144 [중앙동] (봉천동)
강북구,늘기쁜어린이집,"서울특별시 강북구 숭인로7가길 37 108동 105호(미아동, 미아동부센트레빌)"
영등포구,신무지개어린이집,서울특별시 영등포구 당산로36길 11 (당산동4가)
마포구,키즈동화나라어린이집,서울특별시 마포구 독막로 266 102동 103호
송파구,한사랑어린이집,서울특별시 송파구 마천로43길 35
송파구,비테에사랑어린이집,서울특별시 송파구 새말로12길 3 (문정동)
강남구,해맑은어린이집,서울특별시 강남구 개포로36길 14 해맑은어린이집 (개포동)
관악구,다울어린이집,서울특별시 관악구 법원단지20길 4 (신림동)  [난곡동]
동작구,다솜어린이집,"서울특별시 동작구 여의대방로 8 102동 105호(신대방동, 우성아파트)"
노원구,햇님달님어린이집,"서울특별시 노원구 덕릉로122길 12-6 104동 108호(상계동, 불암현대아파트)"
영등포구,꿈나라어린이집,서울특별시 영등포구 신풍로19가길 12-1 원형스위트빌 101호 (신길동)
중랑구,개미어린이집,서울특별시 중랑구 면목로 270 (면목동)
도봉구,쌍문1동어린이집,서울특별시 도봉구 노해로 149-5
양천구,토리어린이집,서울특별시 양천구 은행정로17길 16 (신정동)
동작구,슬기어린이집,서울특별시 동작구 남부순환로269길 21 (사당동)
강동구,새순어린이집,서울특별시 강동구 상암로17길 49-6 (암사1동 492-12)
성북구,삼성한빛어린이집,서울특별시 성북구 동소문로34길 24 복지관2층
은평구,민어린이집,서울특별시 은평구 응암로5길 2 (응암동)
영등포구,키드스쿨어린이집,서울특별시 영등포구 도림천로 379 (대림동)
노원구,베이비스쿨어린이집,서울 노원구 상계2동 코오롱아파트 코오롱@101-103
양천구,자연빅스맘어린이집,"서울특별시 양천구 곰달래로5길 37 101동 102호(신월동, 태형아파트)"
서대문구,해맑은어린이집,"서울특별시 서대문구 응암로 28 1동 109호(북가좌동, 한양아파트)"
강북구,청화어린이집,서울특별시 강북구 오현로 179-9
구로구,하얀어린이집,서울특별시 구로구 개봉로11길 7-11 하얀어린이집 (개봉동)
양천구,베이비스쿨어린이집,"서울 양천구 신월2동 447-1, 2층"
강북구,사무엘어린이집,"서울특별시 강북구 한천로109길 83 101동 105호(번동, 번동솔그린쌍방울아파트)"
동대문구,참사랑어린이집,서울특별시 동대문구 전농로 105 2층 (답십리동)
강북구,지샘어린이집,서울특별시 강북구 오현로25다길 73 (번동)
성동구,구립 진터마루어린이집,서울특별시 성동구 둘레3길 18 (성수동1가)
강서구,또래방어린이집,"서울특별시 강서구 강서로 266 126동 104호(화곡동, 우장산아이파크이편한세상)"
구로구,꿈나래어린이집,서울특별시 구로구 개봉로16가길 10-26
강서구,아이꿈터어린이집,서울특별시 강서구 강서로18길 112 (화곡동)
송파구,천사들의어린이집,"서울특별시 송파구 문정로 55 103동 101호(문정동, 문정대우푸르지오아파트)"
강북구,구립행복어린이집,서울특별시 강북구 인수봉로19길 5-8
중랑구,새믿음어린이집,서울특별시 중랑구 용마산로116길 26 (망우동)
강동구,구립둔촌어린이집,서울특별시 강동구 명일로 129 (둔촌동 81-4)
성동구,튼튼삐아제어린이집,서울특별시 성동구 행당로 75 대림아파트제2관리소2층
영등포구,신동화어린이집,"서울특별시 영등포구 도신로 31 302동 105호(대림동, 현대3차아파트)"
은평구,미성엔젤어린이집,"서울특별시 은평구 통일로 780 6동 108호(불광동, 미성아파트)"
구로구,성은어린이집,서울특별시 구로구 구로동로25길 14 (구로동)
강서구,봄누리어린이집,서울특별시 강서구 강서로 279 서광빌딩 2층 (내발산동)
노원구,잼도리어린이집,"서울특별시 노원구 마들로 31 112동 103호(월계동, 한진한화그랑빌)"
강동구,근경어린이집,서울특별시 강동구 올림픽로80길 37 (천호동  362-33)
양천구,꿈예쁜아이어린이집,서울특별시 양천구 월정로 16-2
관악구,한별어린이집,서울특별시 관악구 문성로 199-1 (신림동)  [신원동]
송파구,미소어린이집,서울특별시 송파구 오금로62길 3-11 동구빌라 101호 (거여동)
마포구,착한나라어린이집,서울특별시 마포구 망원로4길 16-8
구로구,맑은샘어린이집,서울특별시 구로구 경인로47가길 23 (사실상1~4층) (고척동)
양천구,신목방과후어린이집,서울특별시 양천구 목동동로12길 59 2층
구로구,서광,서울 구로구 개봉3동 370-8
구로구,서광어린이집,서울특별시 구로구 개봉로3가길 73 (개봉동)
중랑구,면목사임당어린이집,서울특별시 중랑구 답십리로75길 100 (면목동)
도봉구,새샘놀이방,서울 도봉구 쌍문3동 96-41 (2층)
노원구,한뜻어린이집,서울특별시 노원구 노원로 428 (상계2동 중앙하이츠아파트2차 단지내)
마포구,푸른빛방과후교실,서울 마포구 망원1동 385-33  2층
중구,서울시장난감도서관,서울특별시 중구 을지로 42 지하 202-101호
강남구,청수어린이집,서울특별시 강남구 압구정로79길 26 청수어린이집 (청담동)
서초구,정립어린이집,서울특별시 서초구 효령로14길 13 정립빌딩 (방배동)
강동구,제일몬테소리어린이집,서울특별시 강동구 아리수로66길 10 (고덕동 532)
도봉구,방아골방과후교실어린이집,서울특별시 도봉구 시루봉로17길 42 (방학동)
노원구,중계마을어린이집,서울 노원구 중계본동 19-47 중계마을복지회관 내 중계마을어린이집
양천구,코스모스어린이집,서울특별시 양천구 남부순환로70길 21 (신월동)
동대문구,어린왕자어린이집,서울특별시 동대문구 신이문로6길 10 (이문동)
중랑구,새동일어린이집,서울 중랑구 신내2동 658번지 동일교회내 새동일어린이집
구로구,성은 방과후 교실,서울 구로구 구로2동 705-7번지
강서구,키즈킹덤어린이집,서울특별시 강서구 강서로8길 134 (화곡동)
노원구,은빛어린이집,서울특별시 노원구 동일로245가길 41 은빛아파트 2단지내 (상계동)
강남구,베베완사임당어린이집,"서울특별시 강남구 광평로19길 10 1002동 111호(수서동, 까치마을아파트)"
구로구,행복가득어린이집,서울특별시 구로구 고척로60길 30 고척벽산베스트블루밍아파트 103동102호
광진구,늘푸른몬테소리어린이집,서울특별시 광진구 자양로45길 93 2층(중곡동)
광진구,구립 은성어린이집,서울특별시 광진구 동일로4길 52 (자양동)
강서구,내발산초등학교방과후교실,서울 강서구 내발산2동 707
종로구,연동어린이집,서울특별시 종로구 대학로3길 9 (연지동)
강서구,상아영재원어린이집,서울특별시 강서구 양천로6길 28 방화12단지 도시개발아 상가 301호
강동구,화가마을어린이집,서울특별시 강동구 동남로82길 87 (고덕동 258-8)
은평구,화리어린이집,서울 은평구 응암2동 106-29호 1층
광진구,구립 군자어린이집,서울특별시 광진구 동일로56가길 31 (군자동)
강서구,아침해 어린이집,서울특별시 강서구 양천로 731 동아3차아파트 관리소2층 아침해어린이집
은평구,행복한어린이집,서울특별시 은평구 연서로4길 3 행복한어린이집 (역촌동)
양천구,키드윈아트어린이집,서울특별시 양천구 목동중앙남로 57-5 키드윈어린이집
강남구,퍼스트클래스룸어린이집,서울특별시 강남구 강남대로146길 28 (논현동)
종로구,삼청어린이집,서울특별시 종로구 삼청로7길 26 (팔판동)
노원구,공릉한보어린이집,"서울특별시 노원구 공릉로46길 19 102동 102호(공릉동, 공릉동한보)"
강동구,구립빗살어린이집,서울특별시 강동구 구천면로17길 22 (천호동 340-39)
서대문구,자연아이어린이집,서울특별시 서대문구 증가로4길 49 (홍은동)
노원구,중계마을복지회관방과후교실,서울 노원구 중계본동 19-47 중계마울복지회관
노원구,중계종합사회복지관 방과후 어린이집,서울특별시 노원구 덕릉로 662 (중계4동 주공3아파트3단지 중계종합사회복지관내)
