lat(위도),lon(경도)
37.2647025701643,127.10344829513552
37.33776972391599,127.10356119373228
37.242231052544525,127.28024215742302
37.28808638627942,127.10393481895392
37.29372700388031,127.10330727969328
37.280559539966646,127.10387273899563
37.26784308929728,127.10185282425556
37.096286598155686,127.12102732127546
37.2903635479896,127.12504270032186
37.22494960960035,127.103081650842
37.24178443970028,127.10477479060442
37.26811354131796,127.10186267890283
37.32598146700035,127.05828219113934
37.306635873906274,127.10358929119444
37.27235612071255,127.10365630022471
37.22377515955763,127.10229876403662
37.286993944136746,127.10341031680228
37.31622611358701,127.10342607632111
37.24156761812257,127.10462935199963
37.23375820340591,127.10634988917904
37.26912944318598,127.10106781535636
37.26639527594678,127.1028755004843
37.26451937770104,127.19355006510904
37.29062797916229,127.10925787796306
37.24548245448787,127.25153707023186
37.26743091746262,127.10258809864206
37.22792244361859,127.10524168953528
37.28672470206519,127.10376145343857
37.23919033135805,127.10535205099
37.23205750298215,127.1072380452272
37.23067782078539,127.10707610587426
37.27927037967543,127.1038230936226
37.25586152578799,127.10394571472531
37.28980688396096,127.10358734461552
37.28778396292355,127.15721927934456
37.265756964561895,127.19110893595196
37.28093804346847,127.10384819420584
37.2407573125985,127.1049154483079
37.10226263208014,127.11809402210451
37.32976947879931,127.05886955755916
37.32545718811849,127.1036823233496
37.25539258059472,127.10388050932193
37.32416637275411,127.1031360393338
37.264712150479696,127.10361741673262
37.24805892449023,127.2382684087934
37.33346950727415,127.10338060172352
37.22250048940321,127.1012008173006
37.285874570448,127.16405312639564
37.28902730335671,127.14479241384424
37.248411710992855,127.23078010235648
37.11318067183911,127.11309798408936
37.28581344174151,127.16794544377566
37.28969768214694,127.10059822727403
37.26946888556962,127.10015243924904
37.244052520459874,127.30642891606723
37.2463527315184,127.26273071588275
37.247752300376895,127.2382018154832
37.16144364340442,127.1636922969584
37.237821915444094,127.10586652010228
37.26588579463514,127.10416390178726
37.2308659520218,127.10672566416578
37.32819840650356,127.05815633723228
37.23939389268617,127.28640621647456
37.23752627876329,127.2956562669801
37.26722779569214,127.1038410792964
37.24930756928224,127.22835260424294
37.28942652855675,127.10305909502446
37.253445594188975,127.10389070319472
37.31135949065349,127.1036886272262
37.24188829054157,127.2801191301028
37.28598508133291,127.10361867472427
37.26552512992372,127.192079814267
37.267924137663954,127.10182984032149
37.103486804828606,127.1175476759055
37.32080390580307,127.0549152644898
37.26186075540845,127.21169542491728
37.27604302721609,127.20569686829636
37.26169354236136,127.10393773389325
37.26768783941904,127.10394017631144
37.26346930135799,127.10393971281272
37.2888011197605,127.13562143104026
37.26476301560928,127.19365058130757
37.26725411985955,127.1036266498667
37.09720337059693,127.12019001472083
37.29167318774316,127.10371293853078
37.26010373917119,127.20107874726855
37.10336911363135,127.11739070933116
37.23918288765245,127.28938324534596
37.26348862510954,127.1958211134476
37.26636280982287,127.1039471159548
37.2899246673904,127.10376723682658
37.29114712048295,127.1136326362891
37.23926863093037,127.2869251914813
37.26549725782496,127.10388397947143
37.267320156363255,127.18910624941144
37.23966469891917,127.28661966672551
37.34701213759146,127.0610719437383
37.27146409441273,127.10376248843338
37.241190667528144,127.28308639408058
37.355078138953566,127.0631365123329
37.242292368140696,127.27928361878092
37.25857144399078,127.20470479592971
37.24246579283431,127.28044442330231
37.2244079082634,127.10282523101976
37.26852578453464,127.10114995091094
37.23638219895684,127.29606521739974
37.10970601210972,127.11457882349931
37.219492288206304,127.09926670504844
37.29247627781125,127.08297192919126
37.28767948234479,127.10355337903336
37.13566342020498,127.0867952471056
37.26929853730925,127.10042403135758
37.233754754236976,127.15126360189296
37.2896267218706,127.10362213533392
37.26670106422078,127.10267088313778
37.336075072730445,127.10354752269852
37.104655544581824,127.11658518004536
37.23633594197298,127.10626884267522
37.26440292169568,127.10279573792133
37.267439893407385,127.1025767729418
37.26405198836034,127.10297802939164
37.33248629423601,127.10317129412756
37.22415442324879,127.10249966998984
37.23535944352662,127.10537202123324
37.235196780808295,127.10524885813624
37.26737702391733,127.10264477446724
37.33085640229326,127.10365396320744
37.28593235794591,127.104025077657
37.32633954902099,127.10338421864482
37.26742156288012,127.1024866410715
37.29058199801497,127.0903269512826
37.28212699443265,127.1035825058517
37.26114486915448,127.1993040462443
37.26672541732592,127.1891763651684
37.3244104243924,127.10333792256148
37.26496808497068,127.19278133003696
37.26750941841553,127.18909419274642
37.26734070369452,127.10256601571876
37.13097442507134,127.0915266867382
37.28829033916315,127.10292968394062
37.27810661904272,127.10353590990708
37.23130037576616,127.1072532456601
37.09903063120956,127.11937063989828
37.27070202238773,127.09962708362724
37.300153292771775,127.05978729244178
37.29343863900692,127.10333135866308
37.103054963977534,127.11780869159402
37.26811441340237,127.1021220827768
37.23532706447983,127.10647701690436
37.094413967320726,127.12175682897802
37.24663340380632,127.24178000976896
37.32917985217865,127.10366277033836
37.25256165804223,127.22061662305192
37.28505021502957,127.16579409231548
37.29494548712994,127.10378603469296
37.23505679857252,127.10652351651387
37.31226082667224,127.10367261063448
37.28993297012076,127.1285647879711
37.101767147955854,127.11818654083125
37.221072154500526,127.0999797307917
37.26630933050106,127.10412784980242
37.307826179547874,127.10372974166474
37.258745722339015,127.10386295090976
37.28946002102708,127.14782519188896
37.24642199579581,127.27043162647507
37.26382061363785,127.1038702051354
37.23322822044983,127.1069050427984
37.24697428454505,127.24102338682096
37.26007942781383,127.10375446939292
37.309213388796806,127.10345162702453
37.23457925132724,127.10658236655296
37.266160954801535,127.10288800931856
37.256369105490016,127.21082547864684
37.264967792261054,127.19266854933356
37.23526630076598,127.2971392330981
37.243038268141184,127.36084442587403
37.22531144816393,127.10346301108646
37.245887306935,127.2469128436054
37.273419257805365,127.10350409446664
37.26867545740013,127.18690132284092
37.27317143764552,127.18276571999874
37.24562080717458,127.25739978304446
37.29769404548238,127.0553786781924
37.26970699099974,127.09859469670818
37.11343222022175,127.11283782433766
