lon(경도),lat(위도)
127.10344829513551,37.2647025701643
127.10356119373229,37.33776972391599
127.28024215742302,37.242231052544525
127.10393481895392,37.28808638627942
127.10330727969328,37.293727003880306
127.10387273899565,37.280559539966646
127.10185282425556,37.26784308929728
127.12102732127546,37.096286598155686
127.12504270032186,37.2903635479896
127.10308165084201,37.22494960960035
127.10477479060442,37.241784439700275
127.10186267890285,37.26811354131796
127.05828219113934,37.32598146700035
127.10358929119444,37.306635873906274
127.10365630022473,37.27235612071255
127.10229876403662,37.22377515955763
127.10341031680228,37.286993944136746
127.10342607632111,37.316226113587014
127.10462935199963,37.24156761812257
127.10634988917904,37.23375820340591
127.10106781535636,37.26912944318598
127.1028755004843,37.26639527594678
127.19355006510905,37.26451937770104
127.10925787796306,37.29062797916229
127.25153707023186,37.24548245448787
127.10258809864206,37.26743091746262
127.10524168953529,37.22792244361859
127.10376145343855,37.28672470206519
127.10535205098999,37.23919033135805
127.1072380452272,37.23205750298215
127.10707610587426,37.23067782078539
127.10382309362261,37.27927037967543
127.10394571472533,37.25586152578799
127.10358734461553,37.289806883960956
127.15721927934456,37.28778396292355
127.19110893595196,37.265756964561895
127.10384819420585,37.28093804346847
127.1049154483079,37.240757312598504
127.11809402210453,37.10226263208014
127.05886955755916,37.32976947879931
127.1036823233496,37.32545718811849
127.10388050932193,37.25539258059472
127.1031360393338,37.32416637275411
127.10361741673262,37.264712150479696
127.2382684087934,37.24805892449023
127.10338060172353,37.333469507274145
127.1012008173006,37.22250048940321
127.16405312639563,37.285874570448
127.14479241384423,37.28902730335671
127.23078010235649,37.248411710992855
127.11309798408935,37.11318067183911
127.16794544377566,37.28581344174151
127.10059822727405,37.28969768214694
127.10015243924903,37.26946888556962
127.30642891606725,37.244052520459874
127.26273071588277,37.2463527315184
127.23820181548321,37.247752300376895
127.16369229695839,37.16144364340442
127.10586652010228,37.237821915444094
127.10416390178726,37.26588579463514
127.10672566416578,37.2308659520218
127.05815633723228,37.32819840650356
127.28640621647456,37.23939389268617
127.2956562669801,37.23752627876329
127.1038410792964,37.26722779569214
127.22835260424294,37.24930756928224
127.10305909502446,37.28942652855675
127.10389070319471,37.253445594188975
127.1036886272262,37.31135949065349
127.28011913010279,37.241888290541574
127.10361867472429,37.28598508133291
127.19207981426699,37.26552512992372
127.10182984032149,37.267924137663954
127.1175476759055,37.103486804828606
127.0549152644898,37.32080390580307
127.21169542491728,37.26186075540845
127.20569686829637,37.27604302721609
127.10393773389325,37.261693542361364
127.10394017631144,37.26768783941904
127.10393971281272,37.26346930135799
127.13562143104026,37.2888011197605
127.19365058130757,37.264763015609276
127.1036266498667,37.26725411985955
127.12019001472085,37.09720337059693
127.10371293853078,37.29167318774316
127.20107874726857,37.260103739171186
127.11739070933116,37.10336911363135
127.28938324534595,37.23918288765245
127.19582111344761,37.26348862510954
127.1039471159548,37.266362809822866
127.10376723682658,37.289924667390395
127.1136326362891,37.29114712048295
127.2869251914813,37.23926863093037
127.10388397947145,37.265497257824954
127.18910624941144,37.267320156363255
127.28661966672551,37.23966469891917
127.0610719437383,37.34701213759146
127.10376248843338,37.27146409441273
127.28308639408058,37.241190667528144
127.0631365123329,37.355078138953566
127.27928361878092,37.242292368140696
127.20470479592971,37.25857144399078
127.28044442330233,37.24246579283431
127.10282523101975,37.224407908263395
127.10114995091094,37.26852578453464
127.29606521739974,37.23638219895684
127.11457882349931,37.10970601210972
127.09926670504845,37.219492288206304
127.08297192919126,37.292476277811254
127.10355337903336,37.28767948234479
127.0867952471056,37.13566342020498
127.10042403135758,37.269298537309254
127.15126360189296,37.233754754236976
127.10362213533392,37.2896267218706
127.10267088313778,37.26670106422078
127.10354752269852,37.336075072730445
127.11658518004536,37.104655544581824
127.10626884267522,37.23633594197298
127.10279573792133,37.264402921695684
127.1025767729418,37.267439893407385
127.10297802939164,37.26405198836034
127.10317129412755,37.33248629423601
127.10249966998984,37.22415442324879
127.10537202123324,37.23535944352662
127.10524885813625,37.235196780808295
127.10264477446725,37.267377023917334
127.10365396320745,37.33085640229326
127.104025077657,37.28593235794591
127.10338421864482,37.32633954902099
127.1024866410715,37.26742156288012
127.0903269512826,37.29058199801497
127.1035825058517,37.28212699443265
127.1993040462443,37.26114486915448
127.1891763651684,37.266725417325915
127.10333792256148,37.324410424392404
127.19278133003695,37.26496808497068
127.18909419274642,37.26750941841553
127.10256601571876,37.267340703694515
127.0915266867382,37.13097442507134
127.10292968394062,37.28829033916315
127.10353590990707,37.27810661904272
127.1072532456601,37.23130037576616
127.11937063989829,37.09903063120956
127.09962708362725,37.27070202238773
127.05978729244178,37.300153292771775
127.10333135866308,37.293438639006915
