field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,field16,field17,field18,field19,field20,field21,field22,_GC_TYPE,_CLEANADDR,_X,_Y
2022071200100404,2022년 7월 12일 18시,화요일,충청남도 천안시 동남구 구성동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,45세,중상,대,충청남도 천안시 동남구 구성동,127.1705605,36.79706163
2022071500100253,2022년 7월 15일 13시,금요일,충청남도 천안시 동남구 신부동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,56세,상해없음,승용,남,56세,경상,대,충청남도 천안시 동남구 신부동,127.1643944,36.82567846
2.02208E+15,2022년 8월 1일 21시,월요일,충청남도 천안시 서북구 성거읍,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,여,38세,중상,대,충청남도 천안시 서북구 성거읍,127.1914337,36.87689576
2022072400100199,2022년 7월 24일 15시,일요일,울산광역시 울주군 두서면,경상사고,0,0,2,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,25세,부상신고,대,울산광역시 울주군 두서면,129.1443366,35.66686434
2022071300100289,2022년 7월 13일 15시,수요일,경기도 용인시 수지구 죽전동,경상사고,0,0,6,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,66세,상해없음,승용,남,59세,경상,대,경기도 용인시 수지구 죽전동,127.1225318,37.32905336
2022073000100162,2022년 7월 30일 10시,토요일,대구광역시 북구 사수동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,46세,상해없음,승용,남,50세,중상,대,대구광역시 북구 사수동,128.5134227,35.90155025
2022071500100596,2022년 7월 15일 21시,금요일,경상북도 김천시 삼락동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,여,54세,중상,대,경상북도 김천시 삼락동,128.0793414,36.14202752
2022073100100089,2022년 7월 31일 10시,일요일,경기도 성남시 수정구 금토동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,45세,상해없음,대,경기도 성남시 수정구 금토동,127.0699918,37.41062545
2022073100100409,2022년 7월 31일 21시,일요일,경기도 용인시 처인구 남사읍,중상사고,0,3,19,2,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,62세,상해없음,화물,남,54세,중상,대,경기도 용인시 처인구 남사읍,127.1543602,37.13453934
2022073000100208,2022년 7월 30일 12시,토요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,남,47세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022071800100278,2022년 7월 18일 13시,월요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승용,남,60세,경상,대,충청남도 천안시 서북구 성거읍,127.1914337,36.87689576
2022080600100267,2022년 8월 6일 14시,토요일,경상북도 칠곡군 석적읍,경상사고,0,0,2,0,차대차 - 추돌,차로위반,건조,맑음,단일로 - 교량,화물,남,64세,상해없음,승용,남,59세,경상,대,경상북도 칠곡군 석적읍,128.4469416,36.04926061
2022071900100388,2022년 7월 19일 17시,화요일,충청북도 청주시 흥덕구 석소동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 지하차도(도로)내,승용,남,49세,경상,승용,남,38세,경상,대,충청북도 청주시 흥덕구 석소동,127.3815476,36.62167417
2022072100100488,2022년 7월 21일 20시,목요일,대구광역시 북구 노곡동,경상사고,0,0,2,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,부상신고,승용,남,71세,경상,대,대구광역시 북구 노곡동,128.560319,35.91091686
2022072800100571,2022년 7월 28일 21시,목요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,47세,상해없음,승용,여,31세,경상,대,경기도 용인시 기흥구 상갈동,127.1130955,37.26541252
2022081100100331,2022년 8월 11일 17시,목요일,부산광역시 금정구 노포동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,20세,상해없음,승용,남,28세,경상,대,부산광역시 금정구 노포동,129.0887511,35.2895645
2022071600100105,2022년 7월 16일 09시,토요일,경기도 성남시 분당구 삼평동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,여,40세,경상,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2.02208E+15,2022년 8월 2일 19시,화요일,경기도 성남시 수정구 금토동,중상사고,0,1,1,1,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,화물,남,73세,부상신고,승용,남,51세,중상,대,경기도 성남시 수정구 금토동,127.0699918,37.41062545
2022080500100085,2022년 8월 5일 08시,금요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,남,30세,경상,대,경기도 성남시 분당구 궁내동,127.091827,37.37017734
2022080200100125,2022년 8월 2일 09시,화요일,대구광역시 북구 노곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,건설기계,남,65세,상해없음,승용,여,54세,경상,대,대구광역시 북구 노곡동,128.560319,35.91091686
2022072400100033,2022년 7월 24일 02시,일요일,충청북도 청주시 흥덕구 강내면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,35세,상해없음,화물,남,54세,경상,대,충청북도 청주시 흥덕구 강내면,127.3572025,36.60410869
2.02207E+15,2022년 7월 24일 06시,일요일,경상남도 양산시 동면,사망사고,1,1,0,1,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,34세,부상신고,승용,남,43세,사망,대,경상남도 양산시 동면,129.0877494,35.32936707
2022080100100005,2022년 8월 1일 00시,월요일,충청북도 청주시 흥덕구 석소동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,49세,상해없음,승용,남,68세,중상,대,충청북도 청주시 흥덕구 석소동,127.3815476,36.62167417
2.02207E+15,2022년 7월 22일 14시,금요일,서울특별시 서초구 원지동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,승용,여,56세,경상,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2022080800100124,2022년 8월 8일 10시,월요일,서울특별시 서초구 서초동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,33세,상해없음,승용,남,49세,경상,대,서울특별시 서초구 서초동,127.0162998,37.48845867
2022073100100212,2022년 7월 31일 14시,일요일,충청남도 천안시 동남구 수신면,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,35세,상해없음,승용,남,34세,경상,대,충청남도 천안시 동남구 수신면,127.2864363,36.72405569
2.02207E+15,2022년 7월 24일 18시,일요일,충청북도 청주시 흥덕구 옥산면,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,여,48세,경상,대,충청북도 청주시 흥덕구 옥산면,127.3594268,36.68092518
2.02207E+15,2022년 7월 27일 20시,수요일,대구광역시 동구 부동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,건조,맑음,기타 - 기타,화물,남,40세,상해없음,승용,남,51세,경상,대,대구광역시 동구 부동,128.6898521,35.89133611
2022081600100289,2022년 8월 16일 14시,화요일,충청북도 청주시 서원구 남이면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,44세,상해없음,특수,남,45세,경상,대,충청북도 청주시 서원구 남이면,127.4223057,36.56619491
2022080700100086,2022년 8월 7일 10시,일요일,경상북도 경주시 건천읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,남,24세,경상,대,경상북도 경주시 건천읍,129.0879358,35.83788534
2022072800100158,2022년 7월 28일 10시,목요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,58세,상해없음,승용,남,32세,경상,대,경기도 오산시 원동,127.0840611,37.14008768
2.02208E+15,2022년 8월 9일 06시,화요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,젖음/습기,비,기타 - 기타,승용,남,33세,상해없음,승용,남,62세,경상,대,경기도 용인시 기흥구 상갈동,127.1130955,37.26541252
2022072600100158,2022년 7월 26일 10시,화요일,경기도 화성시 방교동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,67세,상해없음,승용,남,43세,경상,대,경기도 화성시 방교동,127.088547,37.17264139
2.02208E+15,2022년 8월 3일 04시,수요일,대구광역시 북구 동변동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,42세,경상,대,대구광역시 북구 동변동,128.6088838,35.92475637
2022080500100505,2022년 8월 5일 19시,금요일,경상북도 구미시 광평동,중상사고,0,2,0,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,남,61세,중상,대,경상북도 구미시 광평동,128.3569973,36.10873026
2022081300100144,2022년 8월 13일 11시,토요일,대전광역시 대덕구 비래동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,남,71세,상해없음,화물,남,37세,경상,대,대전광역시 대덕구 비래동,127.4549046,36.36506605
2022081400100116,2022년 8월 14일 11시,일요일,대구광역시 동구 불로동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승용,남,36세,경상,대,대구광역시 동구 불로동,128.6336752,35.90568773
2022073100100039,2022년 7월 31일 02시,일요일,경상북도 영천시 금호읍,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,,,,,대,경상북도 영천시 금호읍,128.8911377,35.92387802
2022072800100572,2022년 7월 28일 21시,목요일,경기도 성남시 분당구 삼평동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,남,54세,경상,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2022073000100514,2022년 7월 30일 21시,토요일,경기도 용인시 기흥구 신갈동,부상신고사고,0,0,0,2,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,52세,상해없음,승용,남,47세,부상신고,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022082000100514,2022년 8월 20일 19시,토요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,남,38세,경상,대,충청남도 천안시 동남구 신부동,127.1643944,36.82567846
2022081100100431,2022년 8월 11일 20시,목요일,경기도 용인시 처인구 남사읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,56세,상해없음,승용,남,40세,경상,대,경기도 용인시 처인구 남사읍,127.1543602,37.13453934
2022081000100423,2022년 8월 10일 19시,수요일,경기도 화성시 방교동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,59세,상해없음,화물,남,25세,경상,대,경기도 화성시 방교동,127.088547,37.17264139
2022081900100141,2022년 8월 19일 09시,금요일,대구광역시 동구 둔산동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,68세,상해없음,화물,남,57세,경상,대,대구광역시 동구 둔산동,128.6890896,35.90815253
2.02208E+15,2022년 8월 20일 09시,토요일,대구광역시 달성군 하빈면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,40세,상해없음,화물,남,65세,경상,대,대구광역시 달성군 하빈면,128.4291922,35.89716332
2022080800100244,2022년 8월 8일 14시,월요일,경기도 성남시 분당구 궁내동,중상사고,0,2,22,3,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승합,남,59세,상해없음,승합,남,48세,경상,대,경기도 성남시 분당구 궁내동,127.091827,37.37017734
2022082500100284,2022년 8월 25일 14시,목요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,21세,경상,대,경기도 오산시 원동,127.0840611,37.14008768
2.02207E+15,2022년 7월 31일 15시,일요일,경기도 용인시 기흥구 고매동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,45세,상해없음,승용,여,56세,중상,대,경기도 용인시 기흥구 고매동,127.1143265,37.22557979
2022080200100371,2022년 8월 2일 17시,화요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,남,41세,경상,대,경기도 용인시 기흥구 신갈동,127.0993414,37.28104801
2022080200100236,2022년 8월 2일 13시,화요일,경기도 성남시 분당구 삼평동,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,29세,경상,대,경기도 성남시 분당구 삼평동,127.108895,37.40201103
2022072900100551,2022년 7월 29일 20시,금요일,경기도 용인시 처인구 남사읍,중상사고,0,1,0,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,화물,남,51세,상해없음,승용,여,41세,중상,대,경기도 용인시 처인구 남사읍,127.1543602,37.13453934
2022082300100329,2022년 8월 23일 15시,화요일,경기도 화성시 방교동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승용,여,36세,경상,대,경기도 화성시 방교동,127.088547,37.17264139
2022081600100286,2022년 8월 16일 14시,화요일,경기도 안성시 원곡면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,특수,남,36세,상해없음,승용,여,64세,경상,대,경기도 안성시 원곡면,127.146979,37.04738111
2022082400100101,2022년 8월 24일 08시,수요일,대전광역시 대덕구 목상동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,81세,상해없음,승용,남,33세,경상,대,대전광역시 대덕구 목상동,127.4135672,36.44603733
2022081600100291,2022년 8월 16일 14시,화요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,12,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,30세,기타불명,승용,남,69세,상해없음,대,충청남도 천안시 서북구 성거읍,127.1914337,36.87689576
2022081300100218,2022년 8월 13일 13시,토요일,경상남도 양산시 하북면,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,여,47세,경상,대,경상남도 양산시 하북면,129.0936549,35.45664037
2022080300100533,2022년 8월 3일 22시,수요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,49세,상해없음,승용,여,51세,경상,대,경기도 오산시 오산동,127.0665339,37.14866311
2022082800100356,2022년 8월 28일 17시,일요일,경상북도 경산시 진량읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,45세,상해없음,승용,남,24세,경상,대,경상북도 경산시 진량읍,128.8260362,35.86998153
2022080700100203,2022년 8월 7일 15시,일요일,부산광역시 금정구 두구동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,74세,상해없음,승용,여,53세,중상,대,부산광역시 금정구 두구동,129.1104212,35.28746139
2.02207E+15,2022년 7월 31일 21시,일요일,경기도 화성시 방교동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승용,여,26세,경상,대,경기도 화성시 방교동,127.088547,37.17264139
2022082600100415,2022년 8월 26일 17시,금요일,서울특별시 서초구 양재동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,37세,상해없음,승용,남,47세,경상,대,서울특별시 서초구 양재동,127.0385688,37.46880589
2022080800100075,2022년 8월 8일 08시,월요일,경기도 용인시 처인구 남사읍,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,41세,기타불명,승용,여,63세,중상,대,경기도 용인시 처인구 남사읍,127.1543602,37.13453934
2022081900100424,2022년 8월 19일 17시,금요일,대구광역시 북구 금호동,중상사고,0,2,2,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,중상,승용,남,49세,부상신고,대,대구광역시 북구 금호동,128.525744,35.90473513
2022082800100053,2022년 8월 28일 06시,일요일,경기도 오산시 부산동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,38세,경상,대,경기도 오산시 부산동,127.0877482,37.1534478
2022082000100177,2022년 8월 20일 11시,토요일,경기도 성남시 분당구 궁내동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,48세,경상,대,경기도 성남시 분당구 궁내동,127.091827,37.37017734
2022080800100366,2022년 8월 8일 17시,월요일,충청북도 옥천군 동이면,중상사고,0,2,1,0,차대차 - 추돌,차로위반,젖음/습기,비,단일로 - 터널,승용,남,55세,상해없음,화물,남,60세,경상,대,충청북도 옥천군 동이면,127.6317847,36.30653456
2022083000100584,2022년 8월 30일 22시,화요일,경상북도 구미시 사곡동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,50세,상해없음,승용,남,40세,중상,대,경상북도 구미시 사곡동,128.3533912,36.10034686
2022080500100146,2022년 8월 5일 10시,금요일,서울특별시 서초구 신원동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승용,남,45세,경상,대,서울특별시 서초구 신원동,127.063971,37.44516352
2022081200100131,2022년 8월 12일 09시,금요일,경상북도 칠곡군 지천면,경상사고,0,0,2,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,남,34세,경상,대,경상북도 칠곡군 지천면,128.4827257,35.96655654
2.02208E+15,2022년 8월 22일 11시,월요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,특수,남,52세,경상,대,경기도 오산시 오산동,127.0665339,37.14866311
2022081200100299,2022년 8월 12일 14시,금요일,서울특별시 서초구 원지동,중상사고,0,1,1,1,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,53세,상해없음,승용,남,34세,중상,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2.02208E+15,2022년 8월 23일 18시,화요일,경기도 안성시 미양면,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,32세,경상,대,경기도 안성시 미양면,127.2213101,36.97000692
2.02208E+15,2022년 8월 29일 17시,월요일,경상북도 김천시 농소면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,59세,상해없음,화물,남,57세,중상,대,경상북도 김천시 농소면,128.1794241,36.08723701
2.02208E+15,2022년 8월 14일 07시,일요일,충청남도 천안시 동남구 성남면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,24세,상해없음,승용,남,28세,경상,대,충청남도 천안시 동남구 성남면,127.2325011,36.72908092
2022090400100105,2022년 9월 4일 10시,일요일,경기도 안성시 원곡면,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,41세,중상,승합,남,58세,경상,대,경기도 안성시 원곡면,127.146979,37.04738111
2022082500100152,2022년 8월 25일 10시,목요일,충청남도 천안시 동남구 구성동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,주차장 - 주차장,화물,남,48세,상해없음,보행자,남,56세,경상,대,충청남도 천안시 동남구 구성동,127.1705605,36.79706163
2022082900100144,2022년 8월 29일 09시,월요일,경기도 성남시 분당구 판교동,경상사고,0,0,1,1,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승합,남,61세,상해없음,승용,남,36세,부상신고,대,경기도 성남시 분당구 판교동,127.0936883,37.39335145
2022081000100155,2022년 8월 10일 11시,수요일,경기도 용인시 기흥구 공세동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,71세,경상,승용,여,36세,경상,대,경기도 용인시 기흥구 공세동,127.1122478,37.23813673
2022081800100298,2022년 8월 18일 14시,목요일,서울특별시 서초구 서초동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,30세,기타불명,승합,남,53세,경상,대,서울특별시 서초구 서초동,127.0162998,37.48845867
2022081600100317,2022년 8월 16일 15시,화요일,경기도 용인시 수지구 죽전동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,48세,상해없음,승용,남,66세,경상,대,경기도 용인시 수지구 죽전동,127.1225318,37.32905336
2.02209E+15,2022년 9월 2일 03시,금요일,충청남도 천안시 동남구 목천읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,승용,남,28세,경상,대,충청남도 천안시 동남구 목천읍,127.2176083,36.7887014
2022082600100327,2022년 8월 26일 15시,금요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,여,43세,경상,대,경기도 용인시 기흥구 보정동,127.1091532,37.30789996
2022082600100523,2022년 8월 26일 19시,금요일,경기도 용인시 기흥구 고매동,중상사고,0,2,0,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,승용,여,25세,중상,대,경기도 용인시 기흥구 고매동,127.1143265,37.22557979
2022090800100411,2022년 9월 8일 15시,목요일,서울특별시 서초구 원지동,부상신고사고,0,0,0,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,30세,상해없음,승용,남,59세,부상신고,대,서울특별시 서초구 원지동,127.0479721,37.44499174
2022082800100242,2022년 8월 28일 14시,일요일,경상남도 양산시 상북면,중상사고,0,2,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,77세,중상,승용,남,69세,상해없음,대,경상남도 양산시 상북면,129.0448657,35.42717875
2022081900100576,2022년 8월 19일 21시,금요일,경기도 성남시 분당구 금곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,44세,상해없음,화물,남,47세,경상,대,경기도 성남시 분당구 금곡동,127.0978395,37.35755633
2022090100100235,2022년 9월 1일 12시,목요일,경기도 평택시 진위면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,70세,상해없음,화물,남,56세,경상,대,경기도 평택시 진위면,127.0807195,37.11011987
2.02209E+15,2022년 9월 6일 05시,화요일,경기도 오산시 부산동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,40세,상해없음,화물,남,57세,상해없음,대,경기도 오산시 부산동,127.0877482,37.1534478
2022081500100012,2022년 8월 15일 01시,월요일,경상북도 구미시 도량동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,승용,남,40세,경상,대,경상북도 구미시 도량동,128.3287371,36.14321988
2022082300100259,2022년 8월 23일 13시,화요일,충청남도 천안시 서북구 입장면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,흐림,단일로 - 기타,화물,남,48세,상해없음,승용,남,61세,경상,대,충청남도 천안시 서북구 입장면,127.2256147,36.9142991
2022082900100311,2022년 8월 29일 14시,월요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,50세,상해없음,승용,남,28세,경상,대,경기도 오산시 원동,127.0840611,37.14008768
2022082200100409,2022년 8월 22일 18시,월요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,기타 - 기타,승용,남,49세,상해없음,승용,남,33세,경상,대,경기도 성남시 분당구 궁내동,127.091827,37.37017734
2022082800100378,2022년 8월 28일 18시,일요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,61세,상해없음,승용,여,48세,경상,대,경기도 용인시 기흥구 보정동,127.1091532,37.30789996
2022091400100162,2022년 9월 14일 10시,수요일,충청남도 천안시 동남구 목천읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,40세,상해없음,보행자,남,62세,중상,대,충청남도 천안시 동남구 목천읍,127.2176083,36.7887014
2022083000100328,2022년 8월 30일 15시,화요일,경기도 용인시 기흥구 고매동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승합,남,59세,경상,대,경기도 용인시 기흥구 고매동,127.1143265,37.22557979
2.02208E+15,2022년 8월 24일 01시,수요일,충청남도 천안시 서북구 성거읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,중상,화물,남,52세,상해없음,대,충청남도 천안시 서북구 성거읍,127.1914337,36.87689576
2022082000100175,2022년 8월 20일 11시,토요일,경기도 평택시 월곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,승용,여,28세,경상,대,경기도 평택시 월곡동,127.139852,37.02228982
2022091300100047,2022년 9월 13일 07시,화요일,경기도 용인시 기흥구 보라동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,68세,상해없음,승용,남,47세,중상,대,경기도 용인시 기흥구 보라동,127.112376,37.25606669
2.02209E+15,2022년 9월 5일 08시,월요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,기타 - 기타,승용,남,34세,상해없음,승용,남,36세,경상,대,경기도 용인시 기흥구 상갈동,127.1130955,37.26541252
