영업상태코드,지역구
3,서울특별시 중구 남대문로5가 84-20번지 지상1층 
3,서울특별시 중구 충무로1가 24-28번지 
3,서울특별시 중구 태평로2가 68-13번지 
3,서울특별시 중구 을지로2가 199-33번지 
3,서울특별시 중구 무교동 45-0번지 
3,서울특별시 중구 태평로2가 69-12번지 
3,서울특별시 중구 무교동 1-0번지 
3,서울특별시 중구 의주로2가 82-0번지 
3,서울특별시 중구 중림동 83-5번지 
3,서울특별시 중구 중림동 83-5번지 
3,서울특별시 중구 황학동 2478-0번지 
3,서울특별시 중구 인현동2가 73-1번지 
3,서울특별시 중구 남산동2가 1-1번지 
3,서울특별시 중구 태평로1가 61-1번지 
3,서울특별시 중구 무학동 47-2번지 
3,서울특별시 중구 충무로1가 23-1번지 
3,서울특별시 중구 광희동1가 143-1번지 
3,서울특별시 중구 주교동 144-3번지 
3,서울특별시 중구 주교동 95-1번지 
3,서울특별시 중구 만리동2가 188-3번지 
3,서울특별시 중구 신당동 292-112번지 
3,서울특별시 중구 다동 120-0번지 
3,서울특별시 중구 삼각동 115-0번지 
3,서울특별시 중구 다동 160-0번지 
3,서울특별시 중구 태평로2가 69-10번지 
3,서울특별시 중구 신당동 120-5번지 
3,서울특별시 중구 북창동 111-2번지 
3,서울특별시 중구 북창동 42-2번지 
3,서울특별시 중구 남산동2가 1-1번지 
3,서울특별시 중구 광희동1가 182-30번지 
3,서울특별시 중구 다동 162-1번지 
3,서울특별시 중구 예관동 70-27번지 시사빌딩지층 
3,서울특별시 중구 다동 183-0번지 
3,서울특별시 중구 황학동 375-0번지 
3,서울특별시 중구 서소문동 99-4번지 
3,서울특별시 중구 북창동 19-6번지 
3,서울특별시 중구 충무로2가 65-5번지 
3,서울특별시 중구 수표동 11-3번지 
1,서울특별시 강북구 번동 446-46
3,서울특별시 중구 태평로2가 69-6번지 
3,서울특별시 중구 태평로2가 68-2번지 
3,서울특별시 중구 북창동 19-3번지 
3,서울특별시 중구 을지로2가 163-1번지 
3,서울특별시 중구 충무로3가 57-24번지 
3,서울특별시 중구 무교동 25-1번지 
3,서울특별시 중구 북창동 111-2번지 
3,서울특별시 중구 다동 114-0번지 
3,서울특별시 중구 을지로1가 42 (지하1층) 
3,서울특별시 중구 주교동 24-1번지 외 6필지(지상2층) 
3,서울특별시 중구 을지로5가 133-1번지 2층 
3,서울특별시 중구 장교동 22-17번지 (지상3층) 
3,서울특별시 중구 을지로2가 88-1번지 
3,서울특별시 중구 북창동 71-1번지 (지하1층) 
3,서울특별시 중구 태평로2가 68-6번지 
3,서울특별시 중구 남대문로5가 21-1번지 
3,서울특별시 중구 태평로2가 69-20번지 
3,서울특별시 중구 다동 58-1번지 지상4층 
3,서울특별시 중구 북창동 11-6번지 
3,서울특별시 중구 을지로6가 18-95번지 (지상6층) 
3,서울특별시 중구 명동2가 3-1번지 (지상2층) 
3,서울특별시 중구 충무로2가 61-1번지 (지상2층) 
3,서울특별시 중구 을지로5가 19-13번지 지하1층 
3,서울특별시 중구 북창동 88-2번지 (3층) 
3,서울특별시 중구 중림동 125-0번지 
3,서울특별시 중구 충무로2가 60-3번지 지하1층 
3,서울특별시 중구 주교동 150-0번지 
3,서울특별시 중구 을지로1가 188-3번지 백남   16동   16호
3,서울특별시 중구 장충동1가 62-35번지 
3,서울특별시 중구 장충동2가 202-0번지 
3,서울특별시 중구 충무로2가 65-5번지 
3,서울특별시 중구 무교동 95-0번지 
3,서울특별시 중구 의주로2가 312-0번지 
3,서울특별시 중구 북창동 42-3번지 지하1층 
3,서울특별시 중구 북창동 18-12번지 
3,서울특별시 중구 무교동 31-0번지 
3,서울특별시 중구 회현동1가 92-6번지 
3,서울특별시 중구 충무로2가 51-15번지 
3,서울특별시 중구 무학동 22-3번지 
3,서울특별시 중구 을지로3가 335-2번지 지하1층 
3,서울특별시 중구 필동1가 43-3번지 지하1층 
3,서울특별시 중구 을지로5가 273-10번지 1층 
3,서울특별시 중구 명동1가 43번지 (2층) 
3,서울특별시 중구 충무로5가 19-7번지 (1층) 
3,서울특별시 중구 북창동 104-0번지 (1층) 
3,서울특별시 중구 광희동1가 143-2번지 (지하1층) 
3,서울특별시 중구 산림동 207-1번지 
3,서울특별시 중구 남대문로5가 251-0번지 
3,서울특별시 중구 황학동 514-0번지 
3,서울특별시 중구 북창동 105-0번지 
3,서울특별시 중구 황학동 371-47번지 
3,서울특별시 중구 황학동 371-47번지 
3,서울특별시 중구 황학동 371-47번지 
3,서울특별시 중구 북창동 11-5번지 
3,서울특별시 중구 소공동 1-0번지 
3,서울특별시 중구 산림동 207-1번지 
3,서울특별시 중구 다동 170-1번지 
3,서울특별시 중구 광희동1가 145-2번지 
3,서울특별시 중구 만리동2가 213-49번지 
3,서울특별시 중구 중림동 45-4번지 
3,서울특별시 중구 다동 32-1번지 
3,서울특별시 중구 북창동 104-0번지 
3,서울특별시 중구 을지로6가 21-31번지 
3,서울특별시 중구 흥인동 66-6번지 
3,서울특별시 중구 광희동1가 142-2번지 
3,서울특별시 중구 흥인동 62-1번지 
3,서울특별시 중구 흥인동 66-23번지 
3,서울특별시 중구 남대문로5가 395-0번지 
3,서울특별시 중구 초동 107-4번지 
3,서울특별시 중구 주교동 18-1번지 
3,서울특별시 중구 북창동 101-0번지 
3,서울특별시 중구 북창동 118번지 2층 
3,서울특별시 중구 북창동 18-9번지 
3,서울특별시 중구 을지로6가 18-74번지 
3,서울특별시 중구 다동 58-1번지 (지상3층) 
3,서울특별시 중구 명동2가 31-1번지 지상21층 
3,서울특별시 중구 충무로3가 57-11번지 지하1층 
3,서울특별시 중구 저동2가 76번지 지상2층 
3,서울특별시 중구 흥인동 49-7번지 
3,서울특별시 중구 황학동 753-1번지 
3,서울특별시 중구 황학동 844-0번지 
3,서울특별시 중구 충무로2가 61-3번지 
3,서울특별시 중구 서소문동 168-9번지 
3,서울특별시 중구 남대문로5가 12-38번지 
3,서울특별시 중구 주교동 122-2 1층 
3,서울특별시 중구 무학동 6-0번지 
3,서울특별시 중구 남산동2가 31-1번지 
3,서울특별시 중구 남산동2가 31-1번지 
3,서울특별시 중구 북창동 18-1번지 
3,서울특별시 중구 태평로2가 68-6번지 
3,서울특별시 중구 필동1가 3-5번지 지하 1층 
3,서울특별시 중구 광희동1가 145-2번지 
3,서울특별시 중구 주교동 176-8번지 
3,서울특별시 중구 다동 35-0번지 
3,서울특별시 중구 의주로2가 30-5번지 
3,서울특별시 중구 남대문로5가 36-1번지 
3,서울특별시 중구 남대문로3가 91번지 외1 지상1층 
3,서울특별시 중구 남대문로5가 17-11번지 지하1층 
3,서울특별시 중구 북창동 99-2번지 지상2층 
3,서울특별시 중구 북창동 125번지 외2필지 지상1층 
3,서울특별시 중구 태평로1가 31-28번지 (지하1층) 
3,서울특별시 중구 광희동1가 103-1번지 (지하1층) 
3,서울특별시 중구 회현동2가 2-1번지 지상2층 
3,서울특별시 중구 태평로2가 68-9번지 지상2층 
3,서울특별시 중구 다동 170-1번지 지하1층 
3,서울특별시 중구 북창동 17-5번지 2층 
3,"서울특별시 중구 인현동2가 96-1번지 ,5,6,7,8,13 "
3,서울특별시 중구 충무로3가 25-2번지 
3,서울특별시 중구 을지로2가 148-5번지 
3,서울특별시 중구 북창동 111-2번지 
3,서울특별시 중구 북창동 123-0번지 
3,서울특별시 중구 황학동 2478-0번지 지하1층 
3,서울특별시 중구 초동 21-2번지 
3,서울특별시 중구 북창동 12-1번지 
3,서울특별시 중구 남대문로4가 20-60번지 
3,서울특별시 중구 수하동 40-2번지 
3,서울특별시 중구 북창동 125-0번지 외2 
3,서울특별시 중구 광희동1가 142-0번지 
3,서울특별시 중구 태평로2가 69-6번지 
3,서울특별시 중구 을지로2가 148-1번지 
3,서울특별시 중구 을지로6가 18-75번지 
3,서울특별시 중구 다동 58-1번지 
3,서울특별시 중구 다동 192-1번지 2호 
3,서울특별시 중구 다동 191-0번지 
3,서울특별시 중구 다동 190-0번지 
3,서울특별시 중구 명동2가 2-16번지 외2필지3층 
3,서울특별시 중구 충무로2가 62-9번지 
3,서울특별시 중구 남대문로5가 6-11번지 외1필지 
3,서울특별시 중구 다동 170-1번지 
3,서울특별시 중구 북창동 118-0번지 119-0 
3,서울특별시 중구 북창동 103-1번지 
3,서울특별시 중구 북창동 94-18번지 
3,서울특별시 중구 북창동 135-1번지 
3,서울특별시 중구 북창동 85번지 지상1-2층 
3,서울특별시 중구 남대문로3가 88-0번지 
3,서울특별시 중구 북창동 99-3번지 지상2-3층 
3,서울특별시 중구 인현동2가 73-1번지 
3,서울특별시 중구 북창동 66-0번지 
3,서울특별시 중구 을지로1가 46-2번지 
3,서울특별시 중구 북창동 3-1 성원빌딩지하1층 
3,서울특별시 중구 필동1가 3-6번지 지하1층 
3,서울특별시 중구 다동 128-0번지 
3,"서울특별시 중구 다동 192-1번지 ,2호 "
3,서울특별시 중구 남대문로3가 86-0번지 
3,서울특별시 중구 태평로1가 31-20번지 28 
3,서울특별시 중구 다동 185-1번지 2 
3,서울특별시 중구 황학동 73-1번지 
3,서울특별시 중구 북창동 14-5번지 지상2층 
3,서울특별시 중구 을지로1가 32-0번지 
3,서울특별시 중구 다동 156-0번지 
3,서울특별시 중구 충무로5가 76-2번지 
3,서울특별시 중구 인현동1가 141-2번지 
3,서울특별시 중구 북창동 136-0 
3,서울특별시 중구 북창동 104번지 2층 
3,서울특별시 중구 태평로2가 69-1번지 2층 
3,서울특별시 중구 무교동 21-3번지 
3,서울특별시 중구 북창동 120-2번지 
3,서울특별시 중구 충무로5가 59-1번지 
3,서울특별시 중구 남대문로5가 14-3번지 (지상3층) 
3,서울특별시 중구 을지로3가 320-12번지 (지하1층) 
3,서울특별시 중구 충무로4가 5-1 (지상1층) 
3,서울특별시 중구 충무로4가 5-1 (지상2층) 
3,서울특별시 중구 신당동 366-144번지 
3,서울특별시 중구 명동2가 2-21번지 
3,서울특별시 중구 북창동 71-1번지 
3,서울특별시 중구 명동2가 2-20번지 지하1층 
3,서울특별시 중구 북창동 18-4번지 
3,서울특별시 중구 북창동 20-2번지 
3,서울특별시 중구 인현동2가 134-3번지 
3,서울특별시 중구 남대문로4가 17-1번지 
3,서울특별시 중구 북창동 13-3번지 
3,서울특별시 중구 충무로2가 51-1번지 
3,서울특별시 중구 봉래동1가 88-1번지 
3,서울특별시 중구 다동 188-0번지 
3,서울특별시 중구 남대문로3가 86-0번지 1층 
3,서울특별시 중구 서소문동 91-0번지 지하1층 
3,서울특별시 중구 북창동 94-18번지 1층 
3,서울특별시 중구 북창동 136-0 
3,서울특별시 중구 을지로6가 18-130번지 지하1층 
1,서울특별시 중구 황학동 730번지 
1,서울특별시 중구 충무로3가 34-7번지 2층 
1,서울특별시 중구 초동 21-2번지 
1,서울특별시 중구 광희동1가 187-9번지 (지상2층) 
1,서울특별시 중구 충무로3가 57-5번지 (지하1층) 
1,서울특별시 중구 충무로3가 25-5 (지상2층) 
1,"서울특별시 중구 남대문로5가 84-1번지 2호,3호(지상4층) "
1,서울특별시 중구 초동 19-2번지 2층 
1,서울특별시 중구 무교동 21-3 지하1층 
1,서울특별시 중구 신당동 120-4번지 (지하1층) 
1,서울특별시 중구 충무로2가 60-3 지하1층
1,서울특별시 중구 황학동 737-0
1,서울특별시 중구 수표동 11-3번지 (지하1층) 
1,서울특별시 중구 을지로3가 291-41번지 (2층) 
1,서울특별시 중구 신당동 100-6번지 (2층) 
1,서울특별시 중구 충무로3가 34-8번지 (지상2층) 
1,서울특별시 중구 충무로3가 56-1 (지상3층) 
1,서울특별시 중구 황학동 371-38 신라여관 
1,서울특별시 중구 충무로3가 28-2 
3,서울특별시 강서구 화곡동 1107-2번지 (지하 1층~2층) 
3,서울특별시 중구 북창동 103-2 2층
1,서울특별시 중구 흥인동 15-0 
1,서울특별시 중구 충무로4가 155-2 
1,서울특별시 중구 북창동 98-0번지 
1,서울특별시 중구 남대문로5가 63-20번지 1층 
1,서울특별시 중구 남대문로4가 3-13 
1,서울특별시 중구 충무로4가 130-3번지 외1(지상2층) 
1,서울특별시 중구 초동 19-9 
1,서울특별시 중구 남대문로5가 6-10번지 (지상2층) 
1,서울특별시 중구 초동 41-2 2층 
1,서울특별시 중구 충무로4가 28-3번지 (지상1층) 
1,서울특별시 중구 광희동1가 188-4번지 (지하1층) 
1,서울특별시 중구 회현동1가 202-5번지 (지하1층) 
1,서울특별시 중구 충무로4가 26번지 2층 
1,서울특별시 중구 충무로2가 50-5번지 (지하1층) 
1,서울특별시 중구 광희동1가 45-0번지 (지하1층) 
1,서울특별시 중구 황학동 703-1 (지층1)
1,서울특별시 중구 충무로4가 29-3
1,서울특별시 중구 인현동1가 87-18 (지하1층)
1,서울특별시 중구 오장동 148-1번지 (2층) 
1,서울특별시 중구 신당동 100-7번지 1층 
1,서울특별시 중구 흥인동 111 (지하1층) 
1,서울특별시 중구 충무로3가 35-3번지 외 1필지 (지상2층) 
1,서울특별시 중구 북창동 82 (지하1층) 
1,서울특별시 중구 서소문동 90번지 외3필지(지하1층) 
1,서울특별시 중구 광희동1가 38-1 (지하1층)
1,서울특별시 중구 을지로5가 133-1번지 
1,서울특별시 중구 충무로3가 36-4 (지상2층)
1,서울특별시 중구 다동 117번지 지하1층 
1,서울특별시 중구 주교동 43-25번지 지하1층 
1,서울특별시 중구 충무로3가 59-11번지 2층 
1,서울특별시 중구 충무로3가 33-1 
1,서울특별시 중구 초동 53-20번지 지상 3층 
1,서울특별시 중구 초동 107-5번지 지상3층 
1,서울특별시 중구 북창동 71-2번지 삼영빌딩 3층 
1,서울특별시 중구 광희동1가 182-39 지상2층 
1,서울특별시 중구 을지로3가 291-40번지 지상2층 
1,서울특별시 중구 을지로3가 296-11번지 
1,서울특별시 중구 충무로2가 60-3번지 지하1층 
1,서울특별시 중구 남대문로5가 17-3번지 (지하1층) 
1,서울특별시 중구 충무로4가 24-6번지 (지상2층) 
1,서울특별시 중구 남대문로5가 63-9 지하1층 
1,서울특별시 중구 충무로3가 25-2 지하1층 
3,서울특별시 중구 을지로6가 23 타임케슬 오피스텔 B102호
1,서울특별시 중구 광희동1가 191 (지하1층)
1,서울특별시 중구 충무로3가 59-6 지하1층
3,서울특별시 중구 광희동1가 189-2 지상2층
1,서울특별시 중구 황학동 732 2층 
1,서울특별시 중구 을지로1가 37-0번지 지하1층 
1,서울특별시 중구 을지로1가 37-0번지 지하2층 
1,서울특별시 중구 방산동 70-4번지 
1,서울특별시 중구 필동1가 10-9번지 
1,서울특별시 중구 황학동 629-0 
1,서울특별시 중구 을지로4가 109-1 
1,서울특별시 중구 충무로4가 150-0 
1,서울특별시 중구 신당동 247-11번지 
1,서울특별시 중구 주교동 122-4 2층
1,서울특별시 중구 초동 70-8
1,서울특별시 중구 광희동1가 278번지 (지상2층) 
1,서울특별시 중구 인현동2가 100번지 (지상2층) 
1,"서울특별시 중구 남대문로5가 84-4번지 외 3필지(84-1,84-2,84-3) "
1,서울특별시 중구 충무로4가 15-18번지 외1필지(15-20) (3층) 
1,서울특별시 중구 을지로6가 18-52 (지하1층)
1,서울특별시 중구 충무로4가 25번지 외1필지 (2층) 
1,서울특별시 중구 충무로4가 25번지 외1필지 (3층) 
1,서울특별시 중구 저동2가 47-3번지 
1,서울특별시 중구 중림동 129-35 (지상2층) 
1,서울특별시 중구 충무로3가 30-18 지상2층 
1,서울특별시 중구 충무로3가 33-3번지 지하1층 
1,"서울특별시 중구 을지로3가 302-2,3,22번지 "
1,서울특별시 중구 광희동1가 187-5번지 지하1층 
1,서울특별시 중구 황학동 738 지하1층 
1,서울특별시 중구 충무로4가 133-20 지상2층 
1,서울특별시 중구 광희동1가 175-2번지 2층 
1,서울특별시 중구 을지로3가 5-6
1,"서울특별시 중구 황학동 732-0 (지상1,2층)"
1,서울특별시 중구 광희동1가 182-28 (지상2층)
1,서울특별시 중구 서소문동 89번지 (3층) 
1,서울특별시 중구 북창동 98-0
1,서울특별시 중구 충무로3가 24-16 지하1층
1,서울특별시 중구 을지로3가 296-1
1,서울특별시 중구 황학동 632 (2층) 
1,서울특별시 중구 충무로4가 15-18번지 (지상2층) 
1,서울특별시 중구 수표동 56-14번지 (지하1층) 
1,서울특별시 중구 충무로4가 132-5 (지하1층) 
1,서울특별시 중구 다동 155번지 YG빌딩 지하1층 
1,서울특별시 중구 을지로3가 334-10번지 지하1층 
1,서울특별시 중구 을지로5가 133-1번지 
1,서울특별시 중구 인현동2가 192-17 외2필지(지하1층) 
1,서울특별시 중구 충무로4가 134-2번지 (지상2층) 
1,서울특별시 중구 무교동 12-1번지 
1,서울특별시 중구 광희동1가 194-1번지 지하1층 
1,서울특별시 중구 을지로3가 295-4 양지빌딩 
1,서울특별시 중구 광희동1가 182-20번지 지하1층 
1,서울특별시 중구 북창동 20-3 3층 
1,서울특별시 중구 을지로5가 20-2 지하1층
1,서울특별시 중구 초동 62번지 지상2층 
1,서울특별시 중구 충무로3가 51-8 지하1층 
1,서울특별시 중구 인현동1가 15-15 지하1층
1,서울특별시 중구 을지로2가 163-5 
1,서울특별시 중구 충무로3가 25-12 
1,서울특별시 중구 오장동 139-17번지 
1,서울특별시 중구 북창동 120-3번지 
1,서울특별시 중구 충무로4가 131-4번지 외1필지(지상2층) 
1,"서울특별시 중구 북창동 99-3번지 지상2,3층 "
1,서울특별시 중구 남대문로5가 84-20번지 지상2층 
1,서울특별시 중구 황학동 738 지하1층 
1,서울특별시 중구 저동2가 80-5번지 
1,서울특별시 중구 충무로3가 57-5번지 
1,서울특별시 중구 다동 50-0번지 
1,서울특별시 중구 충무로3가 30-19번지 2층 
1,서울특별시 중구 을지로3가 342-1번지 지상2층 
1,서울특별시 중구 광희동1가 175-2번지 지상3층 
1,서울특별시 중구 광희동1가 182-21
1,서울특별시 중구 을지로4가 316-1
1,서울특별시 중구 충무로3가 25-10 지상2층
1,서울특별시 중구 중림동 69-8 지하1층
1,서울특별시 중구 북창동 42-3번지 (2~3층) 
1,서울특별시 중구 충무로2가 51-1번지 
1,서울특별시 중구 무학동 11-2 지하1층 
1,서울특별시 중구 광희동1가 187-2번지 
1,서울특별시 중구 태평로1가 31-19번지 
1,서울특별시 중구 태평로2가 330-2번지 
1,서울특별시 중구 남창동 169-4번지 지하1층 
1,서울특별시 중구 신당동 247-14번지 
1,서울특별시 중구 을지로3가 296-2번지 지하1층 
1,서울특별시 중구 수표동 62-4번지 
1,서울특별시 중구 서소문동 89-0번지 
1,서울특별시 중구 북창동 10-4번지 지하1층 
1,서울특별시 중구 충무로4가 133-1 (지상2층) 
1,서울특별시 중구 저동2가 76-6
1,서울특별시 중구 다동 88-0 지하15호
1,서울특별시 중구 광희동1가 187-1
1,서울특별시 중구 충무로4가 149-3
1,서울특별시 중구 광희동1가 164번지 (지상2층) 
1,서울특별시 중구 충무로3가 24-6번지 (지상2층) 
1,서울특별시 중구 북창동 21-0 
1,서울특별시 중구 황학동 371-47번지 
1,서울특별시 중구 충무로3가 30-14 
1,서울특별시 중구 황학동 706-2 지하1층 
1,서울특별시 중구 남산동2가 31-1번지 
1,서울특별시 중구 중림동 129-38번지 지하1층 
1,서울특별시 중구 을지로3가 95-4번지 2층 
1,서울특별시 중구 남대문로5가 18-2번지 지하1 
1,서울특별시 중구 북창동 20-2번지 2층 
1,서울특별시 중구 황학동 740 2층 
1,서울특별시 중구 초동 17-2번지 태창빌딩 
1,서울특별시 중구 다동 58-1번지 4층 
1,서울특별시 중구 필동1가 10-6 지하1층 
1,서울특별시 중구 충무로3가 56-5 2층
1,서울특별시 중구 충무로4가 24-3 지하1층
1,서울특별시 중구 을지로3가 348-7 2층
1,서울특별시 중구 인현동1가 87-16 (지하1층) 
1,서울특별시 중구 충무로4가 22번지 지하1층 
3,서울특별시 용산구 이태원동 126-16번지 
1,서울특별시 중구 을지로3가 302-15번지 (지하1층) 
1,서울특별시 중구 중림동 128-21번지 지하1층 
1,서울특별시 중구 충무로4가 28-3번지 지상2층 
1,서울특별시 중구 을지로1가 37-0번지 (4층) 
1,서울특별시 중구 저동1가 90-6번지 
1,"서울특별시 중구 북창동 20-3번지 (지상3,4층) "
1,서울특별시 중구 다동 58-1 지하1층 
1,서울특별시 중구 광희동1가 142 (지상3층) 
1,서울특별시 중구 오장동 206-35번지 (지상2층) 
1,서울특별시 중구 회현동1가 92-6번지 (지하1층) 
1,서울특별시 중구 서소문동 84번지 (지하1층) 
1,서울특별시 중구 충무로2가 60-3번지 신관지하1층 
1,서울특별시 중구 남대문로5가 19-4번지 지상2층 
1,서울특별시 중구 필동2가 53-0
1,서울특별시 중구 인현동1가 97-2 지하1층
1,서울특별시 중구 북창동 94-7번지 
1,서울특별시 중구 명동1가 45-1번지 
1,서울특별시 용산구 이태원동 34-69번지 (지하1층) 
3,서울특별시 동대문구 장안동 373-1번지 
1,서울특별시 용산구 동자동 43-172번지 (지상1층) 
1,서울특별시 용산구 이촌동 302-48 
1,서울특별시 용산구 원효로2가 84-10번지 (지하1층) 
1,서울특별시 용산구 이태원동 116-1번지 해밀턴호텔 별관 2층 
1,서울특별시 용산구 이태원동 116-1번지 해밀턴관광호텔 별관2층 
1,서울특별시 용산구 이태원동 22-76번지 
1,서울특별시 용산구 원효로2가 90-1번지 (지하1층) 
1,서울특별시 용산구 한강로2가 115-1번지 (지하1층) 
1,서울특별시 용산구 원효로2가 84-1번지 지하1층 
1,서울특별시 용산구 이태원동 34-16번지 (지하) 
1,서울특별시 용산구 갈월동 98-31번지 (지하1층) 
1,서울특별시 용산구 이태원동 108-9 해밀튼호텔 지하2층
1,서울특별시 용산구 이태원동 136-46 (지상1층)
1,서울특별시 용산구 원효로2가 94-2번지 지하1층 
1,서울특별시 용산구 한강로1가 243-13 (지하1층) 
3,"서울특별시 용산구 이태원동 22-76번지 (지하2,3층) "
3,서울특별시 용산구 한강로3가 16-85번지 (지하1층) 
3,"서울특별시 용산구 한남동 737-25번지 ,32,34 (지하1층) "
3,서울특별시 용산구 한강로3가 16-48번지 96 
3,"서울특별시 용산구 동자동 43-32번지 ,168,170(지상1층) "
3,서울특별시 용산구 동자동 43-37번지 
3,서울특별시 용산구 동자동 43-29번지 
3,서울특별시 용산구 동자동 43-37번지 (지상1층) 
1,서울특별시 용산구 동자동 43-33 (지상1층)
1,서울특별시 용산구 이태원동 136-2 (지상1층)
3,서울특별시 용산구 한남동 683-137
3,서울특별시 용산구 갈월동 85-3번지 (지하1층) 
3,서울특별시 용산구 남영동 17-1번지 (지하1층) 
3,서울특별시 용산구 이태원동 108-9번지 외8필지(지하2층) 
3,서울특별시 용산구 갈월동 89-9번지 (지하1층) 
3,서울특별시 용산구 동자동 43-38번지 (지상1층) 
3,서울특별시 용산구 동자동 43-24번지 (지상 1층) 
3,서울특별시 용산구 갈월동 98-1번지 
3,서울특별시 용산구 이태원동 136-45 (지상2층) 
3,서울특별시 용산구 원효로3가 51-37번지 
3,서울특별시 용산구 갈월동 69-3번지 
3,서울특별시 용산구 한남동 107-10번지 
3,서울특별시 용산구 갈월동 92-3 
3,서울특별시 용산구 한강로2가 322-1번지 (지상2층) 
3,서울특별시 용산구 한강로2가 319-1번지 
3,서울특별시 용산구 한강로2가 77-1번지 
3,서울특별시 용산구 한남동 729-45번지 
3,서울특별시 용산구 동자동 43-154번지 (지상1층) 
3,서울특별시 용산구 한남동 736-11번지 (지상3층) 
3,서울특별시 용산구 한남동 737-2 
3,서울특별시 용산구 원효로3가 99-0 
3,서울특별시 용산구 갈월동 69-109번지 
3,서울특별시 용산구 갈월동 69-26번지 
3,서울특별시 용산구 한강로2가 215-2번지 (지상2층) 
3,서울특별시 용산구 원효로3가 43-1번지 (지하1층) 
3,서울특별시 용산구 동자동 43-29번지 
3,서울특별시 용산구 서계동 223-65번지 
3,서울특별시 용산구 동자동 43-33번지 
3,서울특별시 용산구 원효로2가 90-16 (지하1층) 
3,서울특별시 용산구 동자동 43-21번지 
3,서울특별시 용산구 동자동 43-24번지 
3,"서울특별시 용산구 한남동 683-133번지 ,134(지상3층) "
3,"서울특별시 용산구 한남동 737-25번지 ,32,34 (지하1층) "
3,서울특별시 용산구 동자동 43-43번지 
3,서울특별시 용산구 한남동 32-17 (지하1층) 
3,서울특별시 용산구 한남동 683-141번지 
3,서울특별시 용산구 한강로2가 374-1번지 
3,서울특별시 용산구 원효로2가 68-3번지 (지하1층) 
3,서울특별시 용산구 남영동 62-0 
3,서울특별시 용산구 한강로2가 174-1번지 (지상1층) 
3,서울특별시 용산구 동자동 43-29번지 
3,서울특별시 용산구 한강로2가 37-2번지 
3,서울특별시 용산구 한강로2가 
3,서울특별시 용산구 원효로3가 56-4번지 
3,서울특별시 용산구 한강로2가 256-2번지 (지하1층) 
3,서울특별시 용산구 이태원동 557-0번지 (지상1층) 
3,서울특별시 용산구 이태원동 22-76번지 (지하1층) 
3,서울특별시 용산구 한강로2가 2-36번지 
3,서울특별시 금천구 시흥동 882-50번지 
3,서울특별시 용산구 이태원동 119-25번지 
3,서울특별시 용산구 이촌동 300-19번지 
3,서울특별시 용산구 이촌동 300-19번지 (지하1층) 
3,서울특별시 용산구 한남동 683-133 지상1층 134호 
3,서울특별시 용산구 한남동 683-137번지 (지상4층) 
3,서울특별시 용산구 한강로2가 225-1번지 
3,서울특별시 용산구 한강로2가 140-0번지 
3,서울특별시 용산구 이태원동 119-25번지 (지하2층) 
3,서울특별시 성동구 상왕십리동 14-20번지 
1,서울특별시 성동구 도선동 50 지하1층 
3,"서울특별시 성동구 도선동 58-1번지 ,2,3,4,5,6 "
3,서울특별시 성동구 도선동 58번지 
3,서울특별시 성동구 성수동2가 281-30번지 
3,서울특별시 성동구 도선동 150번지 
3,서울특별시 성동구 도선동 57번지 
3,서울특별시 성동구 도선동 86번지 (지하1층) 
3,서울특별시 성동구 도선동 46번지 (지하1층) 
3,서울특별시 성동구 도선동 2번지 비젼호텔 지하1층 
3,서울특별시 성동구 성수동1가 671-71번지 
1,서울특별시 성동구 도선동 87번지 지상2층 
1,서울특별시 성동구 도선동 89번지 지하1층 
1,서울특별시 성동구 도선동 43 (지하1층) 
1,서울특별시 성동구 도선동 68번지 
1,서울특별시 성동구 도선동 29번지 
1,서울특별시 성동구 홍익동 125번지 
1,서울특별시 성동구 도선동 289번지 
1,서울특별시 성동구 행당동 267-17번지 
1,서울특별시 성동구 행당동 227-1번지 
1,서울특별시 성동구 마장동 474-1번지 
1,서울특별시 성동구 도선동 144번지 
1,서울특별시 성동구 도선동 151-1번지 
1,서울특별시 성동구 송정동 66-259번지 
1,서울특별시 성동구 용답동 235-2 금풍빌딩 지1층104호
1,서울특별시 성동구 도선동 149번지 (지하1층) 
3,서울특별시 성동구 상왕십리동 285-0번지 
3,서울특별시 광진구 화양동 20-25번지 
1,서울특별시 광진구 군자동 355-14번지 
1,서울특별시 광진구 군자동 355-10번지 
1,서울특별시 성동구 도선동 253-12
3,서울특별시 광진구 광장동 21-0번지 
3,서울특별시 광진구 군자동 355-12 
3,서울특별시 광진구 화양동 21-4번지 
3,"서울특별시 광진구 광장동 188-2번지 1,2층 "
3,서울특별시 광진구 화양동 116-16번지 
3,서울특별시 광진구 구의동 595-0번지 
3,서울특별시 광진구 중곡동 157-23 
3,서울특별시 광진구 능동 91-4번지 
3,서울특별시 광진구 화양동 132-75번지 
3,"서울특별시 광진구 화양동 23-28 , 29 "
1,"서울특별시 광진구 화양동 24-1번지 , 7 "
1,서울특별시 성동구 도선동 65
3,서울특별시 광진구 자양동 680-0
1,서울특별시 성동구 도선동 64 (지하1층)
1,서울특별시 광진구 구의동 253-13번지 
1,서울특별시 광진구 구의동 66-62번지 
3,서울특별시 동대문구 청량리동 176-18번지 
1,서울특별시 광진구 군자동 359 
3,서울특별시 광진구 구의동 595-0
1,서울특별시 광진구 화양동 192번지 
