영업상태코드,주소
1,서울특별시 중구 충무로4가 150-0 
1,서울특별시 중구 신당동 247-11번지 
1,서울특별시 중구 주교동 122-4 2층
1,서울특별시 중구 초동 70-8
1,서울특별시 중구 광희동1가 278번지 (지상2층) 
1,서울특별시 중구 인현동2가 100번지 (지상2층) 
1,"서울특별시 중구 남대문로5가 84-4번지 외 3필지(84-1,84-2,84-3) "
1,서울특별시 중구 충무로4가 15-18번지 외1필지(15-20) (3층) 
1,서울특별시 중구 을지로6가 18-52 (지하1층)
1,서울특별시 중구 충무로4가 25번지 외1필지 (2층) 
1,서울특별시 중구 충무로4가 25번지 외1필지 (3층) 
1,서울특별시 중구 저동2가 47-3번지 
1,서울특별시 중구 중림동 129-35 (지상2층) 
1,서울특별시 중구 충무로3가 30-18 지상2층 
1,서울특별시 중구 충무로3가 33-3번지 지하1층 
1,"서울특별시 중구 을지로3가 302-2,3,22번지 "
1,서울특별시 중구 광희동1가 187-5번지 지하1층 
1,서울특별시 중구 황학동 738 지하1층 
1,서울특별시 중구 충무로4가 133-20 지상2층 
1,서울특별시 중구 광희동1가 175-2번지 2층 
1,서울특별시 중구 을지로3가 5-6
1,"서울특별시 중구 황학동 732-0 (지상1,2층)"
1,서울특별시 중구 광희동1가 182-28 (지상2층)
1,서울특별시 중구 서소문동 89번지 (3층) 
1,서울특별시 중구 북창동 98-0
1,서울특별시 중구 충무로3가 24-16 지하1층
1,서울특별시 중구 을지로3가 296-1
1,서울특별시 중구 황학동 632 (2층) 
1,서울특별시 중구 충무로4가 15-18번지 (지상2층) 
1,서울특별시 중구 수표동 56-14번지 (지하1층) 
1,서울특별시 중구 충무로4가 132-5 (지하1층) 
1,서울특별시 중구 다동 155번지 YG빌딩 지하1층 
1,서울특별시 중구 을지로3가 334-10번지 지하1층 
1,서울특별시 중구 을지로5가 133-1번지 
1,서울특별시 중구 인현동2가 192-17 외2필지(지하1층) 
1,서울특별시 중구 충무로4가 134-2번지 (지상2층) 
1,서울특별시 중구 무교동 12-1번지 
1,서울특별시 중구 광희동1가 194-1번지 지하1층 
1,서울특별시 중구 을지로3가 295-4 양지빌딩 
1,서울특별시 중구 광희동1가 182-20번지 지하1층 
1,서울특별시 중구 북창동 20-3 3층 
1,서울특별시 중구 을지로5가 20-2 지하1층
1,서울특별시 중구 초동 62번지 지상2층 
1,서울특별시 중구 충무로3가 51-8 지하1층 
1,서울특별시 중구 인현동1가 15-15 지하1층
1,서울특별시 중구 을지로2가 163-5 
1,서울특별시 중구 충무로3가 25-12 
1,서울특별시 중구 오장동 139-17번지 
1,서울특별시 중구 북창동 120-3번지 
1,서울특별시 중구 충무로4가 131-4번지 외1필지(지상2층) 
1,"서울특별시 중구 북창동 99-3번지 지상2,3층 "
1,서울특별시 중구 남대문로5가 84-20번지 지상2층 
1,서울특별시 중구 황학동 738 지하1층 
1,서울특별시 중구 저동2가 80-5번지 
1,서울특별시 중구 충무로3가 57-5번지 
1,서울특별시 중구 다동 50-0번지 
1,서울특별시 중구 충무로3가 30-19번지 2층 
1,서울특별시 중구 을지로3가 342-1번지 지상2층 
1,서울특별시 중구 광희동1가 175-2번지 지상3층 
1,서울특별시 중구 광희동1가 182-21
1,서울특별시 중구 을지로4가 316-1
1,서울특별시 중구 충무로3가 25-10 지상2층
1,서울특별시 중구 중림동 69-8 지하1층
1,서울특별시 중구 북창동 42-3번지 (2~3층) 
1,서울특별시 중구 충무로2가 51-1번지 
1,서울특별시 중구 무학동 11-2 지하1층 
1,서울특별시 중구 광희동1가 187-2번지 
1,서울특별시 중구 태평로1가 31-19번지 
1,서울특별시 중구 태평로2가 330-2번지 
1,서울특별시 중구 남창동 169-4번지 지하1층 
1,서울특별시 중구 신당동 247-14번지 
1,서울특별시 중구 을지로3가 296-2번지 지하1층 
1,서울특별시 중구 수표동 62-4번지 
1,서울특별시 중구 서소문동 89-0번지 
1,서울특별시 중구 북창동 10-4번지 지하1층 
1,서울특별시 중구 충무로4가 133-1 (지상2층) 
1,서울특별시 중구 저동2가 76-6
1,서울특별시 중구 다동 88-0 지하15호
1,서울특별시 중구 광희동1가 187-1
1,서울특별시 중구 충무로4가 149-3
1,서울특별시 중구 광희동1가 164번지 (지상2층) 
1,서울특별시 중구 충무로3가 24-6번지 (지상2층) 
1,서울특별시 중구 북창동 21-0 
1,서울특별시 중구 황학동 371-47번지 
1,서울특별시 중구 충무로3가 30-14 
1,서울특별시 중구 황학동 706-2 지하1층 
1,서울특별시 중구 남산동2가 31-1번지 
1,서울특별시 중구 중림동 129-38번지 지하1층 
1,서울특별시 중구 을지로3가 95-4번지 2층 
1,서울특별시 중구 남대문로5가 18-2번지 지하1 
1,서울특별시 중구 북창동 20-2번지 2층 
1,서울특별시 중구 황학동 740 2층 
1,서울특별시 중구 초동 17-2번지 태창빌딩 
1,서울특별시 중구 다동 58-1번지 4층 
1,서울특별시 중구 필동1가 10-6 지하1층 
1,서울특별시 중구 충무로3가 56-5 2층
1,서울특별시 중구 충무로4가 24-3 지하1층
1,서울특별시 중구 을지로3가 348-7 2층
1,서울특별시 중구 인현동1가 87-16 (지하1층) 
1,서울특별시 중구 충무로4가 22번지 지하1층 
1,서울특별시 중구 을지로3가 302-15번지 (지하1층) 
1,서울특별시 중구 중림동 128-21번지 지하1층 
1,서울특별시 중구 충무로4가 28-3번지 지상2층 
1,서울특별시 중구 을지로1가 37-0번지 (4층) 
1,서울특별시 중구 저동1가 90-6번지 
1,"서울특별시 중구 북창동 20-3번지 (지상3,4층) "
1,서울특별시 중구 다동 58-1 지하1층 
1,서울특별시 중구 광희동1가 142 (지상3층) 
1,서울특별시 중구 오장동 206-35번지 (지상2층) 
1,서울특별시 중구 회현동1가 92-6번지 (지하1층) 
1,서울특별시 중구 서소문동 84번지 (지하1층) 
1,서울특별시 중구 충무로2가 60-3번지 신관지하1층 
1,서울특별시 중구 남대문로5가 19-4번지 지상2층 
1,서울특별시 중구 필동2가 53-0
1,서울특별시 중구 인현동1가 97-2 지하1층
1,서울특별시 중구 북창동 94-7번지 
1,서울특별시 중구 명동1가 45-1번지 
1,서울특별시 용산구 이태원동 34-69번지 (지하1층) 
1,서울특별시 용산구 동자동 43-172번지 (지상1층) 
1,서울특별시 용산구 이촌동 302-48 
1,서울특별시 용산구 원효로2가 84-10번지 (지하1층) 
1,서울특별시 용산구 이태원동 116-1번지 해밀턴호텔 별관 2층 
1,서울특별시 용산구 이태원동 116-1번지 해밀턴관광호텔 별관2층 
1,서울특별시 용산구 이태원동 22-76번지 
1,서울특별시 용산구 원효로2가 90-1번지 (지하1층) 
1,서울특별시 용산구 한강로2가 115-1번지 (지하1층) 
1,서울특별시 용산구 원효로2가 84-1번지 지하1층 
1,서울특별시 용산구 이태원동 34-16번지 (지하) 
1,서울특별시 용산구 갈월동 98-31번지 (지하1층) 
1,서울특별시 용산구 이태원동 108-9 해밀튼호텔 지하2층
1,서울특별시 용산구 이태원동 136-46 (지상1층)
1,서울특별시 용산구 원효로2가 94-2번지 지하1층 
1,서울특별시 용산구 한강로1가 243-13 (지하1층) 
1,서울특별시 용산구 동자동 43-33 (지상1층)
1,서울특별시 용산구 이태원동 136-2 (지상1층)
1,서울특별시 성동구 도선동 50 지하1층 
1,서울특별시 성동구 도선동 87번지 지상2층 
1,서울특별시 성동구 도선동 89번지 지하1층 
1,서울특별시 성동구 도선동 43 (지하1층) 
1,서울특별시 성동구 도선동 68번지 
1,서울특별시 성동구 도선동 29번지 
1,서울특별시 성동구 홍익동 125번지 
1,서울특별시 성동구 도선동 289번지 
1,서울특별시 성동구 행당동 267-17번지 
1,서울특별시 성동구 행당동 227-1번지 
1,서울특별시 성동구 마장동 474-1번지 
1,서울특별시 성동구 도선동 144번지 
1,서울특별시 성동구 도선동 151-1번지 
1,서울특별시 성동구 송정동 66-259번지 
1,서울특별시 성동구 용답동 235-2 금풍빌딩 지1층104호
1,서울특별시 성동구 도선동 149번지 (지하1층) 
1,서울특별시 광진구 군자동 355-14번지 
1,서울특별시 광진구 군자동 355-10번지 
1,서울특별시 성동구 도선동 253-12
1,"서울특별시 광진구 화양동 24-1번지 , 7 "
1,서울특별시 성동구 도선동 65
1,서울특별시 성동구 도선동 64 (지하1층)
1,서울특별시 광진구 구의동 253-13번지 
1,서울특별시 광진구 구의동 66-62번지 
1,서울특별시 광진구 군자동 359 
1,서울특별시 광진구 화양동 192번지 
1,서울특별시 광진구 화양동 23-39 
1,서울특별시 동대문구 신설동 76-35 
1,서울특별시 동대문구 장안동 366-11 지하1층 
1,서울특별시 동대문구 답십리동 952-18번지 지하1층 
1,"서울특별시 동대문구 답십리동 961-2 지하1층 10,11,12호 "
1,서울특별시 동대문구 장안동 464-8번지 지하1층 
1,서울특별시 동대문구 답십리동 496-17 
1,서울특별시 광진구 구의동 228-1
1,서울특별시 동대문구 이문동 256-26 (이문로 185) 
1,서울특별시 동대문구 전농동 597-10 
1,서울특별시 동대문구 장안동 365-3 (장평15길 28)
1,서울특별시 동대문구 장안동 344-3번지 지하1층 
1,서울특별시 동대문구 장안동 344-9번지 지하1층 
1,서울특별시 동대문구 장안동 367-1 (장한로 126) 
1,서울특별시 동대문구 용두동 24-1번지 지하1층 
1,서울특별시 동대문구 장안동 372-4번지 지하1층 
1,서울특별시 동대문구 장안동 382-6 지하1층
1,서울특별시 동대문구 답십리동 494-5 지하1층 
1,서울특별시 동대문구 장안동 365-8
1,서울특별시 동대문구 전농동 602-18번지 지하1층 
1,서울특별시 동대문구 장안동 366-9번지 
1,서울특별시 동대문구 용두동 24-2번지 지하1층 
1,서울특별시 동대문구 장안동 365-7번지 7층 
1,서울특별시 동대문구 장안동 366-6번지 
1,서울특별시 동대문구 장안동 365-7번지 6층 
1,서울특별시 동대문구 휘경동 336번지 지하1층 
1,서울특별시 동대문구 장안동 374-3번지 
1,서울특별시 동대문구 답십리동 952-18번지 
1,서울특별시 동대문구 장안동 366-1번지 지하1층 
1,서울특별시 동대문구 장안동 365-6번지 
1,서울특별시 동대문구 용두동 36-1 
1,서울특별시 동대문구 장안동 108-5번지 (한천로 190) 
1,서울특별시 동대문구 장안동 372-14 (지하2층) 
1,서울특별시 동대문구 장안동 372-3 
1,서울특별시 동대문구 답십리동 961-9
1,서울특별시 동대문구 장안동 464-1
1,서울특별시 동대문구 휘경동 321-25
1,서울특별시 동대문구 장안동 367-8 
1,서울특별시 동대문구 이문동 358-3번지 (지하1층) 
1,서울특별시 동대문구 이문동 255-260번지 (이문로 174) 
1,서울특별시 동대문구 장안동 367-3번지 
1,서울특별시 동대문구 장안동 366-2
1,서울특별시 동대문구 장안동 372-4
1,서울특별시 동대문구 용두동 689-19번지 (왕산로 248-1) 
1,서울특별시 동대문구 장안동 431-2번지 
1,서울특별시 동대문구 청량리동 30-1 
1,서울특별시 동대문구 장안동 464-4번지 
1,서울특별시 동대문구 휘경동 321-57번지 
1,서울특별시 동대문구 장안동 365-6번지 8층 
1,
1,서울특별시 중랑구 상봉동 106-24 
1,서울특별시 중랑구 상봉동 91-1 
1,서울특별시 중랑구 상봉동 91-1번지 
1,서울특별시 중랑구 상봉동 89-1번지 
1,서울특별시 중랑구 상봉동 89-17번지 
1,서울특별시 중랑구 묵동 238-9 
1,서울특별시 중랑구 상봉동 90-10번지 
1,서울특별시 중랑구 상봉동 89-1번지 
1,서울특별시 중랑구 묵동 245-6번지 
1,서울특별시 중랑구 상봉동 88-92번지 
1,서울특별시 중랑구 면목동 611-3번지 
1,서울특별시 중랑구 면목동 604-44 
1,서울특별시 중랑구 상봉동 89-16 
1,서울특별시 중랑구 면목동 604-41번지 
1,서울특별시 성북구 보문동4가 77-2번지 외3필지(76번지포함) 
1,서울특별시 중랑구 상봉동 92-2
1,서울특별시 중랑구 묵동 182-21
1,서울특별시 성북구 종암동 3-1235번지 
1,서울특별시 성북구 동소문동6가 133-2번지 (지하1층) 
1,서울특별시 성북구 동선동4가 7 외 1필지 
1,서울특별시 성북구 동소문동5가 85번지 
1,서울특별시 성북구 동선동1가 2-12번지 
1,서울특별시 성북구 보문동4가 77-2번지 브라운관광호텔 지하1층 
1,서울특별시 성북구 길음동 877-195번지 
1,서울특별시 강북구 수유동 230-7 효성인텔리안오피스텔 
1,서울특별시 강북구 수유동 229-9 
1,서울특별시 강북구 미아동 189-7번지 
1,서울특별시 강북구 미아동 60-5번지 (지하1층) 
1,서울특별시 강북구 미아동 42-212번지 
1,서울특별시 강북구 미아동 202-1번지 (지하1층) 
1,서울특별시 강북구 수유동 229-35번지 지하1층 
1,서울특별시 강북구 미아동 189-23번지 (지하1층) 
1,서울특별시 강북구 수유동 191-61 
1,서울특별시 강북구 수유동 229-2
1,서울특별시 강북구 미아동 160-13 지하1층
1,서울특별시 강북구 수유동 173-14 지하1층
1,서울특별시 강북구 번동 418-10 동국빌딩
1,서울특별시 강북구 수유동 191-12번지 
1,서울특별시 강북구 수유동 2-9번지 
1,서울특별시 강북구 번동 449-2 
1,서울특별시 강북구 수유동 47-63 
1,서울특별시 강북구 미아동 41-10 
1,서울특별시 강북구 수유동 229-47번지 
1,서울특별시 강북구 수유동 229-2번지 5층 
1,서울특별시 강북구 미아동 160-8 
1,서울특별시 강북구 수유동 7-17번지 지하1층 
1,서울특별시 강북구 번동 449-1번지 
1,서울특별시 강북구 수유동 191-14 지1층 
1,서울특별시 강북구 수유동 191-77 
1,서울특별시 강북구 미아동 160-2번지 
1,서울특별시 강북구 수유동 191-51 지하 
1,서울특별시 강북구 미아동 44-15번지 
1,서울특별시 강북구 수유동 229-11 동오빌딩 
1,서울특별시 강북구 수유동 229-38번지 
1,서울특별시 강북구 수유동 191-2번지 
1,서울특별시 강북구 수유동 191-44 (지하1층)
1,서울특별시 강북구 수유동 47-14
1,서울특별시 강북구 미아동 160-9
1,서울특별시 강북구 수유동 229-43 
1,서울특별시 강북구 수유동 191-13 
1,서울특별시 강북구 미아동 160-46
1,서울특별시 강북구 수유동 48-9 
1,서울특별시 강북구 수유동 191-6번지 
1,서울특별시 강북구 수유동 47-69
1,서울특별시 강북구 수유동 229-14번지 
1,서울특별시 강북구 수유동 191-2번지 
1,서울특별시 강북구 수유동 230-13번지 지하1층 
1,서울특별시 강북구 수유동 229-14번지 
1,서울특별시 강북구 수유동 191-20 
1,서울특별시 강북구 수유동 191-45 지하1층 
1,서울특별시 강북구 수유동 191-16 
1,서울특별시 강북구 수유동 229-2 덕인빌딩 
1,서울특별시 강북구 수유동 229-2 덕인빌딩 
1,서울특별시 강북구 미아동 160-19번지 지상2층 
1,서울특별시 강북구 수유동 191-15 야산빌딩 지하1층
1,서울특별시 도봉구 창동 3-3번지 
1,"서울특별시 도봉구 창동 3-3 콤마빌딩 지하층 1,2호 "
1,서울특별시 도봉구 창동 13번지 
1,서울특별시 도봉구 창동 10-1번지 
1,서울특별시 도봉구 창동 13-2 B101호
1,서울특별시 도봉구 창동 13번지 
1,서울특별시 도봉구 창동 10-3번지 
1,서울특별시 도봉구 창동 6-1 (지하1층) 
1,"서울특별시 도봉구 창동 6번지 콤마빌딩 지하1층(2,3,4,5,6,7,25,26호) "
1,서울특별시 도봉구 창동 6번지 콤마빌딩 2층 202호 
1,서울특별시 도봉구 창동 16번지 지하1층 
1,서울특별시 도봉구 창동 9-2번지 
1,서울특별시 도봉구 창동 331-2번지 
1,서울특별시 도봉구 창동 10-3번지 세정빌딩 
1,서울특별시 도봉구 창동 10-1 
1,서울특별시 노원구 상계동 711-9번지 노블레스관광호텔 3층 
1,서울특별시 노원구 상계동 734-4번지 동방빌딩 
1,"서울특별시 노원구 상계동 724-3번지 지하1층 2,3,4호 "
1,서울특별시 노원구 상계동 728-1번지 지하1층 
1,서울특별시 노원구 상계동 711-13 
1,서울특별시 노원구 상계동 707-1번지 
1,서울특별시 노원구 상계동 709-1번지 은성빌딩 
1,서울특별시 노원구 상계동 724-2 프린스빌딩 
1,서울특별시 노원구 상계동 711-9번지 지하2층 
1,"서울특별시 노원구 상계동 724-1번지 ,7층 "
1,서울특별시 노원구 상계동 708-2
1,서울특별시 노원구 상계동 708
1,서울특별시 노원구 상계동 707-3 지하1층
1,서울특별시 노원구 상계동 704-3 유남빌딩 지하
1,서울특별시 노원구 상계동 705-0
1,서울특별시 노원구 상계동 710-2 
1,서울특별시 은평구 대조동 12-10번지 외1필지(지하1층) 
1,서울특별시 은평구 응암동 600-2 외2필지 지상4층 
1,서울특별시 은평구 대조동 12-10번지 외1필지(지층) 
1,서울특별시 노원구 상계동 724-1 길빌딩
1,서울특별시 은평구 응암동 577-46 지층
1,서울특별시 노원구 상계동 708
1,서울특별시 은평구 갈현동 395-25
1,서울특별시 은평구 응암동 600-10번지 지층 
1,서울특별시 은평구 응암동 599-5 지하1층 
1,서울특별시 은평구 불광동 281-176번지 2층 
1,서울특별시 은평구 불광동 281-174번지 (지하1층) 
1,서울특별시 은평구 응암동 600-5번지 (지하1층) 
1,서울특별시 은평구 응암동 590-12 지하1층 
1,서울특별시 은평구 응암동 599-5 
1,서울특별시 은평구 응암동 600-5번지 2층 
1,서울특별시 은평구 응암동 590-14 
1,서울특별시 은평구 대조동 15-82번지 지하1층 
1,서울특별시 은평구 대조동 14-13 지층 
1,서울특별시 은평구 대조동 15-106 지하1층 
1,서울특별시 은평구 응암동 600-2번지 
1,서울특별시 은평구 응암동 590-10번지 지층 
1,서울특별시 은평구 응암동 599-5번지 
1,서울특별시 은평구 대조동 197-19번지 (지1층) 
1,서울특별시 은평구 불광동 281-98번지 (지하1층) 
1,서울특별시 은평구 불광동 281-169 지층 
1,서울특별시 은평구 응암동 600-2번지 지하 좌측호
1,서울특별시 은평구 응암동 600-2번지 지하 우측호
1,서울특별시 은평구 불광동 281-171번지 (2층) 
1,서울특별시 은평구 갈현동 395-5 서연빌딩 지하 1층동 
1,서울특별시 은평구 갈현동 398-10번지 지층 
1,서울특별시 은평구 불광동 281-92번지 (지하1층) 
1,서울특별시 은평구 불광동 281-172 (지하1층) 
1,서울특별시 은평구 갈현동 395-7 (지1층) 
1,서울특별시 은평구 불광동 281-170번지 
1,서울특별시 은평구 불광동 281-97번지 
1,서울특별시 은평구 녹번동 258-0번지 
1,서울특별시 은평구 갈현동 396-9번지 지1층 
1,서울특별시 은평구 대조동 14-18번지 
1,서울특별시 은평구 불광동 281-173
1,서울특별시 은평구 갈현동 456-32 2층
1,서울특별시 은평구 대조동 11-11번지 (지하1층) 
1,서울특별시 은평구 불광동 281-171번지 
1,서울특별시 은평구 대조동 15-224번지 보승빌딩 지층 
1,서울특별시 은평구 응암동 599-57 (지층)
1,서울특별시 은평구 녹번동 117-112 지하1층
1,서울특별시 은평구 응암동 599-36번지 지1층 
1,서울특별시 은평구 갈현동 456-24 2층 
1,서울특별시 은평구 불광동 281-100 (지하1층) 
1,서울특별시 은평구 응암동 91-1번지 (지하1층) 
1,서울특별시 은평구 갈현동 396-8번지 3층 
1,서울특별시 은평구 응암동 590-1번지 (지하1층) 
1,서울특별시 은평구 갈현동 456-24번지 (지하1층) 
1,서울특별시 은평구 대조동 14-14번지 (지하1층) 
1,서울특별시 은평구 대조동 12-12번지 (지상2층) 
1,서울특별시 은평구 응암동 577-45 (지하1층) 
1,서울특별시 은평구 대조동 15-194
1,서울특별시 은평구 대조동 15-38 
1,서울특별시 은평구 응암동 590-3번지 
1,서울특별시 은평구 응암동 590-6 
1,서울특별시 은평구 응암동 590-4번지 
1,서울특별시 은평구 응암동 600-3번지 1층 
1,서울특별시 은평구 응암동 599-6번지 지하 1층 
1,서울특별시 은평구 대조동 185-50번지 외3필지(1층) 
1,서울특별시 은평구 대조동 14-1 지층 
1,서울특별시 은평구 갈현동 395-9번지 
1,서울특별시 은평구 갈현동 396-8번지 
1,서울특별시 은평구 갈현동 395-15번지 지하1층 
1,서울특별시 은평구 대조동 14-25번지 
1,서울특별시 서대문구 홍제동 330-60번지 (지하1층) 
1,서울특별시 서대문구 창천동 503-13 (지하1층) 
1,서울특별시 서대문구 창천동 29-70번지 
1,서울특별시 은평구 응암동 577-43 지층
1,서울특별시 서대문구 창천동 18-30
1,서울특별시 서대문구 연희동 353-94 지하1층 
1,서울특별시 서대문구 남가좌동 102-6번지 지하1층 
1,서울특별시 서대문구 창천동 29-45 29-109 
1,서울특별시 서대문구 창천동 20-108번지 
1,서울특별시 서대문구 홍은동 201-1번지 
1,서울특별시 서대문구 창천동 29-30번지 용성빌딩 3층 전체 외 1필지(29-111) 
1,"서울특별시 서대문구 창천동 18-84 외 1필지, 2층 "
1,서울특별시 서대문구 영천동 320 
1,서울특별시 서대문구 창천동 18-72 지하1층 
1,서울특별시 서대문구 대현동 101-17번지 지하1층 나호
1,서울특별시 서대문구 남가좌동 293-85 
1,서울특별시 서대문구 남가좌동 291-30번지 지하1층 
1,서울특별시 서대문구 남가좌동 291-60번지 
1,서울특별시 서대문구 남가좌동 291-26번지 
1,서울특별시 서대문구 창천동 29-30번지 용성빌딩 4층 전체 외 1필지(29-111) 
1,서울특별시 서대문구 창천동 30-46
1,서울특별시 서대문구 남가좌동 102-24 
1,서울특별시 서대문구 창천동 30-11번지 나동 (지하1층) 
1,서울특별시 마포구 도화동 544번지 
1,서울특별시 마포구 공덕동 256-13 제일빌딩 1층 116호 
1,"서울특별시 마포구 도화동 36번지 고려아카데미텔 지하1층 48,53,55,59,60호 "
1,서울특별시 마포구 노고산동 57-46 신촌아이스페이스오피스텔
1,서울특별시 마포구 도화동 544번지 
1,서울특별시 마포구 노고산동 49-51번지 
1,서울특별시 마포구 노고산동 57-20번지 
1,서울특별시 마포구 노고산동 107-10번지 
1,서울특별시 마포구 도화동 544 
1,서울특별시 마포구 도화동 544번지 
1,서울특별시 마포구 도화동 36번지 
1,서울특별시 마포구 도화동 51-1번지 성우빌딩 지하1층동 8호
1,"서울특별시 마포구 도화동 51-1번지 지하1층 1,2호 "
1,서울특별시 마포구 동교동 161-4번지 
1,서울특별시 마포구 서교동 372-1번지 
1,"서울특별시 마포구 도화동 37 진도빌딩 지하1층 10호,11호"
1,서울특별시 마포구 동교동 161-17 B1
1,서울특별시 마포구 도화동 538 성지빌딩 지하21호
1,서울특별시 마포구 도화동 538
1,서울특별시 마포구 서교동 354-1번지 
1,서울특별시 마포구 도화동 37 
1,서울특별시 마포구 도화동 51-1번지 
1,서울특별시 마포구 도화동 544번지 
1,서울특별시 마포구 도화동 544번지 고려빌딩 지하27호 27호
1,서울특별시 마포구 노고산동 109-86번지 지하1층 
1,서울특별시 마포구 도화동 36번지 
1,서울특별시 마포구 도화동 538-0 성지빌딩B1-20 
1,서울특별시 마포구 서교동 354-19번지 
1,서울특별시 마포구 공덕동 256-13 
1,"서울특별시 마포구 노고산동 57-18 지층 B103-1, B103-2, B103-3, B102-2호 "
1,"서울특별시 마포구 공덕동 256-13 제일빌딩15,16 "
1,서울특별시 마포구 동교동 161-16번지 
1,서울특별시 마포구 서교동 354-22번지 
1,서울특별시 마포구 공덕동 256-13 
1,서울특별시 마포구 노고산동 49-22
1,"서울특별시 마포구 공덕동 256-13 제일빌딩 210,11 "
1,서울특별시 마포구 동교동 147-6 지하1층 
1,서울특별시 마포구 도화동 541-0번지 거성빌딩지하15호 
1,서울특별시 강서구 화곡동 1105-2 (지하 1층)
1,서울특별시 강서구 화곡동 1065-31번지 (지하 1층) 
1,서울특별시 강서구 화곡동 380-14번지 (지하 1층) 
1,서울특별시 강서구 공항동 53-58번지 (지하 1층) 
1,서울특별시 강서구 화곡동 1097-4 (지상 2층)
1,서울특별시 강서구 화곡동 935-19 (지하 1층)
1,서울특별시 강서구 화곡동 1117-11번지 (지하 1층) 
1,서울특별시 강서구 화곡동 1116-6 외 1필지 (지하 1층) 
1,서울특별시 강서구 방화동 580-153 (지하 1층)
1,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 8층) 804호
1,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지상 8층) 802-1호
1,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 5층) 503호
1,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 7층) 701호
1,서울특별시 강서구 화곡동 1117-18번지 (지하 1층) 
1,서울특별시 강서구 화곡동 898-1 화곡심포니타워 (지상 2층) 203호
1,서울특별시 강서구 화곡동 905-9 (지하 1층)
1,서울특별시 강서구 화곡동 902-1 (지하 1층)
1,서울특별시 강서구 마곡동 795-6 뉴골든타워 
1,서울특별시 강서구 마곡동 795-6 뉴골든타워 
1,서울특별시 강서구 화곡동 915-10 
1,서울특별시 강서구 화곡동 901-15 시온빌딩 301호
1,서울특별시 강서구 화곡동 901-15 시온빌딩 201호
1,서울특별시 강서구 화곡동 372-3 (지하 1층)
1,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 6층) 602호
1,서울특별시 강서구 화곡동 1117-17 외 1필지 (지하 1층) 
1,서울특별시 강서구 화곡동 1066-1번지 (지하 1층) 
1,서울특별시 강서구 화곡동 1006-10번지 (지하 1층) 1호
1,서울특별시 강서구 화곡동 903-3번지 (지하 1층) 
1,서울특별시 강서구 화곡동 904-1번지 (지하 1층) 
1,서울특별시 강서구 화곡동 1117-16 외 2필지 (지하 1층)
1,서울특별시 강서구 화곡동 342-55 (지하 1층)
1,서울특별시 강서구 화곡동 982-9번지 외 1필지 삼호빌딩 (지하 1층) 
1,서울특별시 강서구 화곡동 1117-3 (지하 1층) 
1,서울특별시 강서구 공항동 72-30번지 (지하 1층) 
1,서울특별시 강서구 화곡동 1006-9번지 (지하 1층) 
1,서울특별시 강서구 화곡동 1116-2번지 (지하 1층) 
1,서울특별시 강서구 화곡동 915-35번지 
1,서울특별시 강서구 화곡동 935-1 지상4층 
1,서울특별시 강서구 화곡동 935-1 
1,서울특별시 강서구 화곡동 1117-15 (지하 1층)
1,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 6층) 602-1호
1,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 8층) 801호
1,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 7층) 704호
1,서울특별시 강서구 화곡동 343-61 (지하 1층)
1,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 5층) 502호
1,서울특별시 강서구 화곡동 981-13번지 (지하 1층) 
1,서울특별시 강서구 화곡동 343-60번지 (지하 1층) 
1,서울특별시 강서구 가양동 1479-4번지 씨드가양플라자 (지하 2층) 201-1호
1,서울특별시 강서구 화곡동 1116-3번지 삼보프라자 (지하 1층) 
1,서울특별시 강서구 화곡동 902-10번지 (지하 1층) 
1,서울특별시 강서구 화곡동 904-27 (지하 1층)
1,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지상 7층) 703호
1,서울특별시 강서구 화곡동 1063-13 (지하 1층)
1,서울특별시 강서구 화곡동 935-1 (지하 1층)
1,서울특별시 강서구 화곡동 1117-19 (지하 1층)
1,"서울특별시 강서구 화곡동 936-4번지 1동, 지하1층 "
1,서울특별시 강서구 화곡동 1117-13 (지하 1층) 
1,서울특별시 강서구 화곡동 1111-5 (지하 1층) 
1,서울특별시 강서구 화곡동 343-59 (지하 1층)
1,서울특별시 강서구 화곡동 1117-1 (지하 1층)
1,서울특별시 강서구 화곡동 901-27 지하1층(화곡1동)
1,서울특별시 강서구 화곡동 935-5번지 (지하 1층) 
1,서울특별시 강서구 화곡동 904-13번지 (지하 1층) 
1,서울특별시 강서구 화곡동 1105-7번지 (지하 1층) 
1,서울특별시 강서구 화곡동 898-5번지 (지상 2층) 
1,서울특별시 강서구 화곡동 903-17 외 1필지 (지상 2층) 
1,서울특별시 강서구 화곡동 898-16 (지하 1층) 
1,서울특별시 강서구 화곡동 905-9번지 (지상 2층) 
1,서울특별시 강서구 화곡동 1117-13번지 (지하 1층) 
