영업상태코드,지역구
3,서울특별시 동대문구 이문동 251-7번지 지상2층 
3,서울특별시 동대문구 장안동 363-1번지 
3,서울특별시 동대문구 장안동 365-6번지 
3,서울특별시 동대문구 장안동 433-1번지 
3,서울특별시 동대문구 장안동 490번지 (한천로 158) 
3,서울특별시 동대문구 장안동 295-7번지 
3,서울특별시 동대문구 장안동 373-8번지 
3,서울특별시 동대문구 용두동 26-14번지 (고산자로 176) 
3,서울특별시 동대문구 장안동 366-1번지 
3,서울특별시 동대문구 장안동 370-4번지 
3,서울특별시 동대문구 답십리동 907-0번지 
3,서울특별시 동대문구 답십리동 495-1번지 
3,서울특별시 동대문구 답십리동 496-17번지 
3,서울특별시 동대문구 장안동 372-4번지 
3,서울특별시 동대문구 회기동 60-124번지 
3,서울특별시 동대문구 용두동 127-19번지 (신동길 6) 
3,서울특별시 동대문구 장안동 363-1번지 
3,서울특별시 동대문구 장안동 307-5번지 
3,서울특별시 동대문구 장안동 365-3번지 
3,서울특별시 동대문구 전농동 127-75번지 (배봉로 117) 
3,서울특별시 동대문구 용두동 26-27 지하1층 
3,서울특별시 동대문구 청량리동 235-6번지 미주상가B동지하1층8호 
3,서울특별시 동대문구 장안동 371-10 2층 
3,서울특별시 동대문구 답십리동 492-1번지 
3,서울특별시 동대문구 전농동 602-18번지 지상2층 
3,서울특별시 동대문구 장안동 364-5번지 
3,서울특별시 동대문구 전농동 295-444번지 
3,서울특별시 동대문구 장안동 366-1번지 
3,서울특별시 동대문구 장안동 364-6번지 
3,서울특별시 동대문구 신설동 97-22번지 
3,서울특별시 동대문구 장안동 139-7번지 
3,서울특별시 동대문구 장안동 307-4번지 
3,서울특별시 동대문구 장안동 301-2번지 
3,서울특별시 동대문구 답십리동 959-19번지 
3,서울특별시 동대문구 장안동 416-4번지 
3,서울특별시 동대문구 전농동 493-2번지 
3,서울특별시 동대문구 휘경동 77-7번지 
3,서울특별시 동대문구 전농동 643-36번지 (답십리길 56) 
3,서울특별시 동대문구 장안동 365-8번지 
3,서울특별시 동대문구 장안동 397-10번지 
3,서울특별시 동대문구 답십리동 490-44번지 
3,서울특별시 동대문구 답십리동 68-1번지 
3,서울특별시 동대문구 청량리동 769-1번지 
3,서울특별시 동대문구 장안동 344-7번지 
3,서울특별시 동대문구 장안동 431-2번지 
3,서울특별시 동대문구 전농동 643-105번지 
3,서울특별시 동대문구 장안동 415-8번지 (천호대로 225) 
3,서울특별시 동대문구 장안동 366-2번지 3층 
3,"서울특별시 동대문구 휘경동 330번지 ,331,332,333-3 "
3,서울특별시 동대문구 답십리동 495-1번지 (천호대로 117) 
3,서울특별시 동대문구 장안동 366-9번지 지상3층 (장평15길 26) 
3,서울특별시 동대문구 전농동 649-1번지 (지하1층) 
3,서울특별시 동대문구 장안동 374-11번지 
3,서울특별시 동대문구 답십리동 530-15번지 (지하1층) 
3,서울특별시 동대문구 전농동 620-49번지 (지하1층) (청량리역2길 16) 
3,서울특별시 동대문구 장안동 433-3번지 (지상2층) (장한로 24) 
3,서울특별시 동대문구 장안동 368-4번지 (장한로 130) 
3,서울특별시 동대문구 장안동 344-9번지 (지상5층) 
3,서울특별시 동대문구 장안동 463-4번지 
3,서울특별시 동대문구 장안동 414-4번지 
3,서울특별시 동대문구 답십리동 465-5번지 
3,서울특별시 동대문구 장안동 142-5번지 
3,서울특별시 동대문구 장안동 375-3번지 
3,서울특별시 동대문구 장안동 431-3번지 
3,서울특별시 동대문구 장안동 369-2번지 (장한로 129) 
3,서울특별시 동대문구 이문동 255-192번지 
3,서울특별시 동대문구 전농동 643-31번지 
3,서울특별시 동대문구 이문동 325-52번지 
3,서울특별시 동대문구 답십리동 245-3번지 (전농로 83) 
3,서울특별시 동대문구 장안동 356-6번지 
3,서울특별시 동대문구 이문동 258-23번지 
3,서울특별시 동대문구 용두동 235-18번지 
3,서울특별시 동대문구 전농동 295-9번지 
3,서울특별시 동대문구 회기동 60-44번지 
3,서울특별시 동대문구 장안동 373-8번지 
3,서울특별시 동대문구 장안동 366-6번지 
3,서울특별시 동대문구 장안동 345-12번지 
3,서울특별시 동대문구 장안동 143-39번지 (지하1층) (답십리길251) 
3,서울특별시 동대문구 장안동 365-9번지 
3,서울특별시 동대문구 장안동 372-12번지 
3,서울특별시 동대문구 용두동 727-2번지 (안암로 66) 
3,서울특별시 동대문구 휘경동 312-48번지 
3,서울특별시 동대문구 장안동 375-3번지 
3,서울특별시 동대문구 장안동 414-10번지 
3,서울특별시 동대문구 답십리동 530-4번지 지하2층 
3,서울특별시 동대문구 답십리동 907번지 
3,서울특별시 동대문구 전농동 648-13번지 
3,서울특별시 동대문구 신설동 97-31번지 
3,서울특별시 동대문구 장안동 380-3번지 
3,서울특별시 동대문구 장안동 367-6번지 
3,서울특별시 동대문구 전농동 648-13번지 
3,서울특별시 동대문구 회기동 60-59번지 
3,서울특별시 동대문구 장안동 433-19번지 
3,서울특별시 동대문구 이문동 256-2번지 
3,서울특별시 동대문구 답십리동 492-1번지 
3,서울특별시 동대문구 장안동 364-4번지 
3,서울특별시 동대문구 휘경동 321-27번지 
3,서울특별시 동대문구 장안동 397-10번지 
3,서울특별시 동대문구 이문동 325-52번지 
3,서울특별시 동대문구 장안동 464-8번지 
3,서울특별시 동대문구 이문동 256-26번지 
3,서울특별시 동대문구 청량리동 607-0번지 (홍릉길 51) 
3,서울특별시 동대문구 신설동 94-35번지 (새말길 6) 
3,서울특별시 동대문구 장안동 373-8번지 
3,서울특별시 동대문구 신설동 91-226번지 
3,서울특별시 동대문구 용두동 9-2번지 (답십리길 10) 
3,서울특별시 동대문구 휘경동 336-7번지 
3,서울특별시 동대문구 장안동 295-5번지 
3,서울특별시 동대문구 답십리동 952-8번지 
3,서울특별시 동대문구 전농동 643-105번지 
3,서울특별시 동대문구 답십리동 494-4번지 
3,서울특별시 동대문구 용두동 251-22번지 (무학로 126) 
3,서울특별시 동대문구 전농동 620-51번지 
3,서울특별시 동대문구 장안동 307-5번지 
3,서울특별시 동대문구 청량리동 235-6번지 
3,서울특별시 동대문구 답십리동 465-55번지 지하1층 
3,서울특별시 동대문구 회기동 60-55 (경희대1길 15) 
3,서울특별시 동대문구 장안동 382-23번지 
3,서울특별시 동대문구 이문동 256-2번지 (이문로 190) 
3,서울특별시 동대문구 장안동 141-29번지 
3,서울특별시 동대문구 답십리동 245-2번지 
3,서울특별시 동대문구 전농동 597-5번지 
3,서울특별시 동대문구 장안동 463-8번지 
3,서울특별시 동대문구 신설동 98-9번지 
3,서울특별시 동대문구 전농동 651-38번지 (답십리길 65) 
3,서울특별시 동대문구 장안동 372-9번지 
3,서울특별시 동대문구 회기동 105-34번지 
3,서울특별시 동대문구 회기동 60-122번지 
3,서울특별시 동대문구 제기동 122-278번지 
3,서울특별시 동대문구 전농동 644-90번지 (배봉로 45) 
3,서울특별시 동대문구 전농동 644-89번지 
3,서울특별시 동대문구 답십리동 488-265번지 
3,서울특별시 동대문구 신설동 122-52번지 
3,서울특별시 동대문구 청량리동 316-0번지 
3,서울특별시 동대문구 장안동 162-9번지 
3,서울특별시 성북구 돈암동 538-3번지 
3,서울특별시 동대문구 장안동 431-3번지 
3,서울특별시 동대문구 장안동 345-2번지 
3,서울특별시 동대문구 이문동 254-40번지 
3,서울특별시 동대문구 답십리동 53-7번지 
3,서울특별시 동대문구 신설동 98-14번지 
3,서울특별시 동대문구 장안동 365-3번지  365동    3호
3,서울특별시 동대문구 제기동 591-0번지 
3,서울특별시 동대문구 청량리동 251-0번지 
3,서울특별시 동대문구 신설동 102-36번지 
3,서울특별시 동대문구 휘경동 270-1번지 
3,서울특별시 동대문구 장안동 430-7번지 
3,서울특별시 동대문구 신설동 97-31번지 (신설2길 8-4) 
3,서울특별시 동대문구 답십리동 165-88번지 
3,서울특별시 동대문구 이문동 305-142 (휘경로 24) 
3,서울특별시 동대문구 답십리동 490-49번지 
3,서울특별시 동대문구 전농동 620-27번지 
3,서울특별시 동대문구 회기동 105-9번지 
3,서울특별시 동대문구 제기동 135-90번지 
3,서울특별시 동대문구 청량리동 50-2번지 
3,서울특별시 동대문구 장안동 345-12번지 
3,서울특별시 동대문구 장안동 433-7번지 
3,서울특별시 동대문구 장안동 464-3번지 
3,서울특별시 동대문구 회기동 60-96번지 
3,서울특별시 동대문구 장안동 366-9번지 
3,서울특별시 동대문구 회기동 60-31번지 
3,서울특별시 동대문구 장안동 286-7번지 지하1층 
3,서울특별시 동대문구 휘경동 321-57번지 
3,서울특별시 동대문구 장안동 372-12번지 
3,서울특별시 동대문구 장안동 306-12번지 
3,서울특별시 동대문구 장안동 285-4번지 
3,서울특별시 동대문구 용두동 118-87번지 
3,서울특별시 동대문구 전농동 597-26번지 
3,서울특별시 동대문구 답십리동 493-3번지 
3,서울특별시 동대문구 장안동 365-2번지 
3,서울특별시 동대문구 답십리동 243-2번지 
3,"서울특별시 동대문구 이문동 304-28번지 ,29 "
3,서울특별시 동대문구 전농동 124-59번지 
3,서울특별시 동대문구 장안동 361-3번지 
3,서울특별시 동대문구 장안동 341-3번지 
3,서울특별시 동대문구 용두동 689-19번지 
3,서울특별시 동대문구 장안동 366-1번지 
3,서울특별시 동대문구 장안동 464-8번지 
3,서울특별시 동대문구 용두동 20-1번지 
3,서울특별시 동대문구 장안동 373-8번지 (장미공원2길 10) 
3,서울특별시 동대문구 장안동 416-5번지 
3,서울특별시 동대문구 장안동 367-1번지 
3,서울특별시 동대문구 장안동 372-4번지 
3,서울특별시 동대문구 장안동 306-4번지 
3,서울특별시 동대문구 장안동 364-4번지 
3,서울특별시 동대문구 장안동 373-8번지 
3,서울특별시 동대문구 전농동 620-122번지 
3,서울특별시 동대문구 전농동 620-103번지 
3,서울특별시 동대문구 휘경동 183-243번지 
3,서울특별시 동대문구 장안동 365-1번지 
3,서울특별시 동대문구 장안동 372-9번지 
3,서울특별시 동대문구 휘경동 320-3번지 
3,서울특별시 동대문구 제기동 146-47번지 
3,서울특별시 동대문구 전농동 620-70번지 (5층) (왕산로 316) 
3,서울특별시 동대문구 장안동 431-2번지 (지하1층) (장한로 27) 
3,서울특별시 동대문구 청량리동 50-12번지 
3,서울특별시 동대문구 답십리동 243-2번지 
3,서울특별시 동대문구 장안동 414-4번지 
3,서울특별시 동대문구 용두동 726-10번지 
3,서울특별시 동대문구 이문동 255-7번지 2층 
3,서울특별시 동대문구 회기동 60-92번지 지하 
3,서울특별시 동대문구 장안동 433-19번지 
3,서울특별시 동대문구 장안동 366-11번지 
3,서울특별시 성북구 장위동 308-44번지 
3,서울특별시 동대문구 용두동 689-19번지 
3,서울특별시 동대문구 장안동 364-4번지 
3,서울특별시 동대문구 장안동 463-8번지 
3,서울특별시 동대문구 장안동 365-9번지 
3,서울특별시 동대문구 전농동 295-96번지 
3,서울특별시 동대문구 제기동 122-524번지 (정릉천길 307) 
3,서울특별시 동대문구 장안동 428-3번지 
3,서울특별시 동대문구 장안동 366-6번지 
3,서울특별시 동대문구 이문동 291-26번지 
3,서울특별시 동대문구 장안동 372-3번지 
3,서울특별시 동대문구 신설동 98-15번지 
3,서울특별시 동대문구 회기동 45-52번지 
3,서울특별시 동대문구 장안동 433-17번지 
3,서울특별시 동대문구 장안동 367-3번지 
3,서울특별시 동대문구 장안동 373-3번지 
3,서울특별시 동대문구 답십리동 488-47번지 
3,서울특별시 동대문구 답십리동 488-247번지 
3,서울특별시 동대문구 장안동 414-4번지 
3,서울특별시 동대문구 장안동 416-5번지 지하1층 
3,서울특별시 동대문구 장안동 372-12번지 
3,서울특별시 동대문구 장안동 464-8번지 
3,서울특별시 동대문구 장안동 142-8번지 
3,서울특별시 동대문구 전농동 35-3번지 
3,서울특별시 동대문구 답십리동 496-17번지 
3,서울특별시 동대문구 신설동 102-36번지 
3,서울특별시 동대문구 용두동 119-37번지 
3,서울특별시 동대문구 장안동 306-4번지 
3,서울특별시 동대문구 답십리동 489-135번지 
3,서울특별시 동대문구 답십리동 488-327번지 
3,서울특별시 동대문구 용두동 45-5번지 
3,서울특별시 동대문구 장안동 372-3번지 
3,서울특별시 동대문구 장안동 369-3번지 
3,서울특별시 동대문구 답십리동 241-16번지 
3,서울특별시 동대문구 신설동 102-31번지 
3,서울특별시 동대문구 장안동 430-5번지 
3,서울특별시 동대문구 장안동 371-5번지 
3,서울특별시 동대문구 답십리동 252-4번지 
3,서울특별시 동대문구 장안동 371-10번지 
3,서울특별시 성북구 종암동 84-29번지 
3,서울특별시 동대문구 휘경동 77-7번지 
3,서울특별시 동대문구 답십리동 465-39번지 
3,서울특별시 동대문구 장안동 315-3번지 
3,서울특별시 동대문구 답십리동 492-1번지 
3,서울특별시 동대문구 답십리동 496-2 
3,
3,서울특별시 동대문구 장안동 366-7번지 
3,서울특별시 동대문구 답십리동 497-23번지 (천호대로 87) 
3,서울특별시 동대문구 장안동 364-6번지 
3,서울특별시 동대문구 신설동 93-16번지 
3,서울특별시 동대문구 전농동 650-2번지 
3,서울특별시 동대문구 장안동 371-4번지 
3,서울특별시 동대문구 장안동 366-7번지 
3,서울특별시 동대문구 답십리동 260-1번지 
3,서울특별시 동대문구 장안동 373-1번지 
3,서울특별시 동대문구 신설동 103-1번지 
3,서울특별시 동대문구 용두동 24-2번지 
3,서울특별시 동대문구 용두동 689-19번지 
3,서울특별시 동대문구 용두동 24-1번지 
3,서울특별시 동대문구 장안동 344-3번지 
3,서울특별시 동대문구 전농동 602-5번지 
3,서울특별시 동대문구 장안동 416-5번지 
3,서울특별시 동대문구 신설동 102-41번지 
3,서울특별시 동대문구 장안동 464-5번지 
3,서울특별시 동대문구 답십리동 959-26번지 
3,서울특별시 동대문구 장안동 490-123번지 
3,서울특별시 동대문구 답십리동 960-18번지 
3,서울특별시 동대문구 답십리동 960-18 지하1층 
3,서울특별시 동대문구 답십리동 493-3번지 
3,서울특별시 동대문구 장안동 397-10번지 
3,서울특별시 동대문구 이문동 325-52번지 
3,서울특별시 동대문구 장안동 382-6번지 
3,서울특별시 동대문구 신설동 97-31번지 
3,"서울특별시 동대문구 장안동 141-5번지 ,19 "
3,서울특별시 동대문구 전농동 620-27번지 
3,서울특별시 동대문구 장안동 345-18번지 지하1층 
3,서울특별시 동대문구 이문동 255-260번지 
3,서울특별시 동대문구 신설동 127-18번지 
3,서울특별시 동대문구 장안동 369-2번지 
3,서울특별시 동대문구 장안동 365-3번지 
3,서울특별시 동대문구 답십리동 494-5번지 6 
3,서울특별시 동대문구 장안동 374-3번지 
3,서울특별시 동대문구 제기동 1138-0번지 
3,서울특별시 성북구 하월곡동 37-18번지 
3,서울특별시 동대문구 답십리동 488-302번지 
1,서울특별시 중랑구 망우동 410-1번지 
1,서울특별시 중랑구 묵동 237-46번지 
1,서울특별시 중랑구 면목동 626-17번지 
1,서울특별시 중랑구 면목동 359-1번지 
1,서울특별시 중랑구 중화동 312-7번지 
1,서울특별시 중랑구 면목동 151-5번지 
1,서울특별시 중랑구 상봉동 130-89번지 
1,서울특별시 중랑구 면목동 612-2번지 
1,서울특별시 중랑구 상봉동 136-2번지 .3 
1,서울특별시 중랑구 망우동 469-76번지 
1,서울특별시 중랑구 묵동 239-166 
1,서울특별시 중랑구 면목동 183-24 
1,서울특별시 중랑구 면목동 89-7
3,서울특별시 중랑구 상봉동 130-85
1,서울특별시 중랑구 묵동 166-37
1,서울특별시 양천구 신정동 1028-3 지하 1층
1,서울특별시 양천구 신정동 991-7 지하 1층
1,서울특별시 중랑구 상봉동 89-20
1,서울특별시 중랑구 망우동 470-1 
1,서울특별시 중랑구 묵동 233-103번지 
1,서울특별시 양천구 신정동 1183-9 지하 1층
1,서울특별시 중랑구 중화동 308-3번지 
1,서울특별시 중랑구 망우동 470-28번지 
1,서울특별시 중랑구 중화동 207-24번지 
1,서울특별시 중랑구 면목동 104-3번지 
1,서울특별시 중랑구 묵동 237-48 
1,서울특별시 중랑구 면목동 633-1번지 
1,서울특별시 중랑구 면목동 412-1 
1,서울특별시 중랑구 묵동 238-104 
1,서울특별시 중랑구 면목동 496-18번지 
1,서울특별시 중랑구 망우동 563-12번지 
1,서울특별시 중랑구 망우동 490-13번지 2층 
1,서울특별시 중랑구 상봉동 113-3번지 2층 
3,서울특별시 중랑구 중화동 311-4
3,서울특별시 성북구 길음동 877-184번지 
1,서울특별시 양천구 신정동 992-5 지하 1층
1,서울특별시 양천구 신정동 1029-8 지하 1층
1,서울특별시 중랑구 상봉동 88-76번지 지층 
1,서울특별시 중랑구 망우동 563-3번지 2층호
1,서울특별시 중랑구 상봉동 90-29번지 지하1층 
1,서울특별시 중랑구 면목동 634-5번지 
1,서울특별시 중랑구 묵동 163-29번지 2층 
1,서울특별시 중랑구 면목동 22-7번지 
1,서울특별시 중랑구 묵동 162-4 
1,서울특별시 중랑구 상봉동 120-7번지 
1,서울특별시 중랑구 묵동 166-14번지 
1,서울특별시 중랑구 면목동 392-41 
1,서울특별시 중랑구 면목동 174-96 
1,서울특별시 양천구 신정동 89-26 지하 1층
1,서울특별시 중랑구 묵동 238-23
1,서울특별시 중랑구 묵동 175-2 지하1층
1,서울특별시 중랑구 망우동 403-18
1,서울특별시 중랑구 묵동 239-128
1,서울특별시 중랑구 면목동 115-31
1,서울특별시 중랑구 면목동 43-42
1,서울특별시 중랑구 상봉동 74-6 
1,서울특별시 중랑구 묵동 239-137번지 
1,서울특별시 중랑구 면목동 607-23번지 
1,서울특별시 중랑구 망우동 487-2번지 
1,서울특별시 중랑구 중화동 306-45 
1,서울특별시 중랑구 상봉동 85-58번지 
1,서울특별시 중랑구 묵동 239-144번지 
1,서울특별시 중랑구 묵동 168-18번지 
1,서울특별시 중랑구 망우동 490-29 
1,서울특별시 중랑구 묵동 163-3번지 
1,서울특별시 중랑구 면목동 176-129번지 
1,서울특별시 중랑구 망우동 486-9
1,서울특별시 중랑구 면목동 182-4
1,서울특별시 중랑구 면목동 74-14
1,서울특별시 중랑구 중화동 307-59
1,서울특별시 양천구 신월동 96-1 지하 1층
3,서울특별시 중랑구 중화동 303-79
1,서울특별시 중랑구 묵동 239-1
1,서울특별시 양천구 신정동 953-6 지하 1층
1,서울특별시 중랑구 묵동 239-169 
1,서울특별시 양천구 신정동 1028-25 지하 1층
1,서울특별시 중랑구 중화동 312-6 
1,서울특별시 중랑구 망우동 531-40번지 
1,서울특별시 중랑구 면목동 167-8번지 
3,서울특별시 중랑구 상봉동 84-33번지 
3,서울특별시 중랑구 면목동 626-10번지 
3,서울특별시 중랑구 상봉동 101-12번지 
3,서울특별시 중랑구 면목동 398-7번지 
3,서울특별시 중랑구 면목동 72-56번지 
3,서울특별시 중랑구 면목동 162-81번지 
3,서울특별시 중랑구 묵동 245-9번지 
3,서울특별시 중랑구 면목동 산 23-35번지 
3,서울특별시 중랑구 상봉동 85-37번지 
3,서울특별시 중랑구 망우동 563-11번지 
1,서울특별시 중랑구 면목동 90-39
3,서울특별시 중랑구 중화동 208-23번지 
3,서울특별시 중랑구 면목동 90-31번지 
3,서울특별시 중랑구 면목동 459-10번지 
3,서울특별시 중랑구 중화동 207-37 
3,서울특별시 중랑구 망우동 525-5번지 
3,서울특별시 중랑구 면목동 612-15번지 
3,서울특별시 중랑구 상봉동 90-10번지 
3,서울특별시 중랑구 묵동 175-6번지 
3,서울특별시 중랑구 상봉동 88-95번지 
3,서울특별시 중랑구 망우동 517-27번지 
3,서울특별시 중랑구 상봉동 128-41번지 
3,서울특별시 중랑구 망우동 364-27 
3,서울특별시 중랑구 상봉동 130-129번지 
3,서울특별시 중랑구 면목동 604-44번지 
3,서울특별시 중랑구 면목동 166-43번지 
3,서울특별시 중랑구 면목동 191-89번지 
3,서울특별시 중랑구 상봉동 88-49번지 
3,서울특별시 중랑구 상봉동 89-8번지 
3,서울특별시 중랑구 면목동 611-3번지 
3,서울특별시 중랑구 면목동 68-11번지 
3,서울특별시 중랑구 면목동 172-91 
3,서울특별시 중랑구 상봉동 130-5번지 
3,서울특별시 중랑구 면목동 524-29번지 
3,서울특별시 중랑구 중화동 310-97번지 
3,서울특별시 중랑구 상봉동 107-0번지 
3,서울특별시 중랑구 면목동 390-2번지 
3,서울특별시 중랑구 상봉동 130-127번지 
3,서울특별시 중랑구 면목동 186-157번지 
3,서울특별시 중랑구 망우동 465-14번지 
3,서울특별시 중랑구 묵동 174-1번지 
3,서울특별시 중랑구 면목동 186-61번지 
3,서울특별시 중랑구 상봉동 136-101번지 
3,서울특별시 중랑구 망우동 564-0번지 
3,서울특별시 중랑구 망우동 465-6번지 
3,서울특별시 중랑구 망우동 403-16번지 
3,서울특별시 중랑구 중화동 312-5번지 
3,서울특별시 중랑구 망우동 465-14번지 
3,서울특별시 중랑구 면목동 176-113번지 
3,서울특별시 중랑구 망우동 490-3 
3,서울특별시 중랑구 상봉동 118-0번지 
3,서울특별시 중랑구 상봉동 127-1번지 
3,서울특별시 중랑구 상봉동 130-89번지 
3,서울특별시 중랑구 중화동 295-21번지 
1,서울특별시 중랑구 망우동 359-1 
1,서울특별시 중랑구 면목동 23-35 
1,서울특별시 중랑구 면목동 71-41 
1,서울특별시 중랑구 상봉동 84-18번지 
3,서울특별시 중랑구 상봉동 109-34번지 
3,서울특별시 중랑구 면목동 186-61번지 
3,서울특별시 중랑구 상봉동 89-1번지 
3,서울특별시 중랑구 상봉동 89-41번지 
3,서울특별시 중랑구 상봉동 90-10번지 
3,서울특별시 중랑구 상봉동 130-108번지 
3,서울특별시 중랑구 망우동 506-8번지 
3,서울특별시 중랑구 망우동 487-4번지 
1,서울특별시 중랑구 상봉동 103-18
1,서울특별시 양천구 신월동 961-2 지하 1층
3,서울특별시 중랑구 면목동 186-69번지 
3,서울특별시 중랑구 면목동 102-18번지 
3,서울특별시 중랑구 상봉동 90-10번지 
3,서울특별시 중랑구 망우동 470-33 
3,서울특별시 중랑구 묵동 175-7번지 
3,서울특별시 중랑구 면목동 617-1번지 
3,서울특별시 중랑구 면목동 412-1번지 
3,서울특별시 중랑구 면목동 190-2번지 
3,서울특별시 중랑구 면목동 636-6번지 
3,서울특별시 중랑구 상봉동 84-41번지 
3,서울특별시 중랑구 망우동 516-40번지 
3,서울특별시 중랑구 면목동 71-41번지 
3,서울특별시 중랑구 상봉동 89-8번지 
3,서울특별시 중랑구 망우동 357-16번지 
3,서울특별시 중랑구 묵동 294-8번지 
3,서울특별시 중랑구 면목동 472-18번지 
3,서울특별시 중랑구 상봉동 86-12번지 
3,서울특별시 중랑구 묵동 234-1번지 
3,서울특별시 중랑구 망우동 490-19번지 
3,서울특별시 중랑구 상봉동 85-38번지 
3,서울특별시 중랑구 면목동 636-6번지 
3,서울특별시 중랑구 망우동 516-40번지 
3,서울특별시 중랑구 면목동 359-15번지 
3,서울특별시 중랑구 상봉동 129-1번지 
3,서울특별시 중랑구 상봉동 127-15번지 
3,서울특별시 중랑구 묵동 239-143번지 
3,서울특별시 중랑구 상봉동 91-1번지 
3,서울특별시 중랑구 묵동 175-7번지 
3,서울특별시 중랑구 묵동 239-132번지 
3,서울특별시 중랑구 면목동 604-5번지 
3,서울특별시 중랑구 망우동 465-8번지 
3,서울특별시 중랑구 상봉동 89-16번지 
3,서울특별시 중랑구 면목동 605-4번지 
3,서울특별시 중랑구 망우동 466-3번지 
3,서울특별시 중랑구 중화동 305-20번지 
3,서울특별시 중랑구 면목동 459-1번지 
3,서울특별시 중랑구 면목동 647-22번지 
3,서울특별시 중랑구 면목동 186-61번지 
3,서울특별시 중랑구 면목동 74-41번지 
3,서울특별시 중랑구 면목동 198-4번지 
3,서울특별시 중랑구 상봉동 136-28번지 
3,서울특별시 중랑구 면목동 150-3번지 
3,서울특별시 중랑구 상봉동 88-49번지 
3,서울특별시 중랑구 상봉동 88-72번지 
3,서울특별시 중랑구 면목동 162-80번지 
3,서울특별시 중랑구 면목동 89-34번지 
3,서울특별시 중랑구 묵동 233-107번지 
3,서울특별시 중랑구 상봉동 86-33번지 
3,서울특별시 중랑구 면목동 198-1번지 
3,서울특별시 중랑구 묵동 239-51번지 
3,서울특별시 중랑구 망우동 487-4번지 
3,서울특별시 중랑구 상봉동 90-10번지 
3,서울특별시 중랑구 중화동 305-72번지 
3,서울특별시 중랑구 면목동 74-3번지 
3,서울특별시 중랑구 면목동 611-1번지 
3,서울특별시 중랑구 상봉동 130-166번지 
3,서울특별시 중랑구 묵동 164-7번지 
3,서울특별시 중랑구 상봉동 130-85번지 
3,서울특별시 중랑구 상봉동 118-28번지 
3,서울특별시 중랑구 망우동 489-6번지 
3,서울특별시 중랑구 묵동 164-1번지 
3,서울특별시 중랑구 면목동 176-68번지 
3,서울특별시 중랑구 면목동 186-69번지 
3,서울특별시 중랑구 면목동 183-3번지 
3,서울특별시 중랑구 상봉동 136-101번지 
3,서울특별시 중랑구 상봉동 129-1번지 
3,서울특별시 중랑구 상봉동 130-71번지 
3,서울특별시 중랑구 면목동 368-1 
3,서울특별시 중랑구 상봉동 89-41번지 
3,서울특별시 중랑구 상봉동 90-3번지 
3,서울특별시 중랑구 묵동 166-13번지 
3,서울특별시 중랑구 상봉동 130-48번지 
3,서울특별시 중랑구 상봉동 90-10번지 
3,서울특별시 중랑구 면목동 633-5번지 
3,서울특별시 중랑구 면목동 181-27번지 
3,서울특별시 중랑구 묵동 300-1번지 
3,서울특별시 중랑구 망우동 364-9번지 
3,서울특별시 중랑구 상봉동 109-34번지 
3,서울특별시 중랑구 망우동 516-41번지 
3,서울특별시 중랑구 면목동 147-7번지 
3,서울특별시 중랑구 면목동 634-1번지 
3,서울특별시 중랑구 묵동 250-11번지 
3,서울특별시 중랑구 망우동 509-1번지 
3,서울특별시 중랑구 묵동 250-39번지 
3,서울특별시 중랑구 면목동 91-65번지 
3,서울특별시 중랑구 면목동 179-24번지 
3,서울특별시 중랑구 면목동 627-1번지 
3,서울특별시 중랑구 면목동 458-1번지 
3,서울특별시 중랑구 중화동 307-62번지 
3,서울특별시 중랑구 상봉동 101-12번지 
3,서울특별시 중랑구 면목동 91-19번지 
3,서울특별시 중랑구 망우동 149-17번지 
3,서울특별시 중랑구 묵동 238-28번지 
3,서울특별시 중랑구 망우동 466-3번지 
3,서울특별시 중랑구 상봉동 102-89번지 
3,서울특별시 중랑구 상봉동 89-16번지 
3,서울특별시 중랑구 상봉동 129-66번지 
3,서울특별시 중랑구 면목동 91-64번지 
3,서울특별시 중랑구 면목동 536-7번지 
3,서울특별시 중랑구 망우동 563-4번지 
3,서울특별시 중랑구 면목동 498-26번지 
3,서울특별시 중랑구 묵동 163-1번지 
3,서울특별시 중랑구 면목동 496-18번지 
3,서울특별시 중랑구 묵동 237-126번지 
3,서울특별시 중랑구 묵동 239-53번지 
3,서울특별시 중랑구 면목동 191-93번지 
3,서울특별시 중랑구 면목동 604-41번지 
3,서울특별시 중랑구 면목동 472-44번지 
3,서울특별시 중랑구 묵동 163-1번지 
3,서울특별시 중랑구 묵동 237-124번지 
3,서울특별시 중랑구 면목동 132-1번지 
3,서울특별시 중랑구 상봉동 100-7번지 
3,서울특별시 중랑구 면목동 473-15번지 
3,서울특별시 중랑구 상봉동 85-36번지 
3,서울특별시 중랑구 상봉동 89-11번지 
3,서울특별시 중랑구 상봉동 130-22번지 
3,서울특별시 중랑구 상봉동 136-50번지 
3,서울특별시 중랑구 상봉동 88-92번지 
3,서울특별시 중랑구 면목동 607-6번지 
3,서울특별시 중랑구 중화동 306-48번지 
3,서울특별시 중랑구 면목동 89-34번지 
3,서울특별시 중랑구 망우동 516-56번지 
3,서울특별시 중랑구 망우동 357-16번지 
3,서울특별시 중랑구 상봉동 130-30번지 
3,서울특별시 중랑구 중화동 산 312-7번지 
3,서울특별시 중랑구 상봉동 136-6번지 
3,서울특별시 중랑구 묵동 245-6번지 
3,서울특별시 중랑구 면목동 91-64번지 
