사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,lat(위도),lon(경도)
2017010200100403.0,2017년 1월 2일 19시,월요일,서울특별시 중랑구 면목동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,52세,상해없음,보행자,남,12세,경상,33.47497791051246,124.84848820497496
2017010400100442.0,2017년 1월 4일 19시,수요일,서울특별시 관악구 신림동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,57세,상해없음,보행자,남,8세,경상,37.59092414839435,127.07916015456428
2017010500100479.0,2017년 1월 5일 21시,목요일,서울특별시 성북구 장위동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,49세,상해없음,보행자,남,4세,경상,37.48903985645996,126.92799695905563
2017010700100289.0,2017년 1월 7일 13시,토요일,서울특별시 강남구 삼성동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 길가장자리구역통행중,안전운전불이행,기타,맑음,교차로 - 교차로부근,화물,남,59세,상해없음,보행자,남,1세,경상,37.60781547271973,127.04752308144032
2017010700100344.0,2017년 1월 7일 15시,토요일,서울특별시 송파구 풍납동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,보행자,남,4세,중상,37.51525499486452,127.06163872740076
2017010700100479.0,2017년 1월 7일 20시,토요일,서울특별시 중랑구 면목동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,28세,상해없음,보행자,여,6세,경상,37.537317915649616,127.12087801176534
2017010800100280.0,2017년 1월 8일 17시,일요일,서울특별시 강북구 번동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,35세,기타불명,보행자,여,11세,경상,37.58463806316882,127.0883357940357
2017011100100195.0,2017년 1월 11일 11시,수요일,서울특별시 동대문구 전농동,부상신고사고,0.0,0.0,0.0,1.0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,35세,기타불명,보행자,남,8세,부상신고,37.62849787116597,127.0396573929258
2017011100100341.0,2017년 1월 11일 16시,수요일,서울특별시 강남구 대치동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,26세,상해없음,보행자,남,미분류,경상,37.578114724733446,127.06635549098584
2017011100100372.0,2017년 1월 11일 17시,수요일,서울특별시 중랑구 묵동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,51세,상해없음,보행자,남,8세,중상,37.49643627657352,127.0694414995865
2017011100100395.0,2017년 1월 11일 18시,수요일,서울특별시 강남구 대치동,부상신고사고,0.0,0.0,0.0,1.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,43세,상해없음,보행자,남,9세,부상신고,37.60667964756061,127.07663555038413
2017011200100294.0,2017년 1월 12일 15시,목요일,서울특별시 중랑구 신내동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,46세,기타불명,보행자,여,10세,경상,37.49806456308495,127.05880914065683
2017011200100296.0,2017년 1월 12일 15시,목요일,서울특별시 강동구 성내동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,62세,상해없음,보행자,여,12세,중상,37.60831050286736,127.099716433471
2017011200100356.0,2017년 1월 12일 17시,목요일,서울특별시 구로구 오류동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,보행자,남,9세,경상,37.52943639208815,127.13400136400556
2017011200100537.0,2017년 1월 12일 23시,목요일,서울특별시 동대문구 전농동,부상신고사고,0.0,0.0,0.0,1.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,이륜,기타불명,미분류,기타불명,보행자,남,9세,부상신고,37.491740132623335,126.84078292858348
2017011300100262.0,2017년 1월 13일 13시,금요일,서울특별시 종로구 누하동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,눈,교차로 - 교차로횡단보도내,승용,남,55세,상해없음,보행자,남,8세,경상,37.58210050416997,127.05235631990108
2017011300100291.0,2017년 1월 13일 14시,금요일,서울특별시 서초구 서초동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,31세,상해없음,보행자,남,9세,중상,37.580491443533326,126.96863617233495
2017011400100155.0,2017년 1월 14일 09시,토요일,서울특별시 서초구 반포동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,남,8세,경상,37.49114036203837,127.0235449438808
2017011700100295.0,2017년 1월 17일 15시,화요일,서울특별시 동작구 상도1동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,기타 - 기타,이륜,여,53세,상해없음,보행자,남,7세,경상,37.50028307561063,126.98971629573666
2017011800100269.0,2017년 1월 18일 13시,수요일,서울특별시 관악구 신림동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,보행자,남,8세,중상,37.50130510363898,126.935030933265
2017011800100297.0,2017년 1월 18일 14시,수요일,서울특별시 노원구 상계동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,보행자,남,11세,경상,37.47444476536802,126.93505223731978
2017011800100396.0,2017년 1월 18일 18시,수요일,서울특별시 강북구 미아동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,보행자,남,9세,경상,37.661541514023774,127.07338766605548
2017011800100532.0,2017년 1월 18일 21시,수요일,서울특별시 영등포구 당산동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,27세,상해없음,보행자,여,8세,중상,37.62003909362896,127.01828158595286
2017011900100272.0,2017년 1월 19일 14시,목요일,서울특별시 은평구 대조동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,보행자보호의무위반,적설,맑음,교차로 - 교차로횡단보도내,승용,여,68세,상해없음,보행자,여,9세,경상,37.52855467716833,126.90777629144058
2017012100100225.0,2017년 1월 21일 12시,토요일,서울특별시 강서구 화곡동,부상신고사고,0.0,0.0,0.0,1.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,50세,상해없음,보행자,여,4세,부상신고,37.61736875367159,126.91961607786668
2017012100100252.0,2017년 1월 21일 13시,토요일,서울특별시 구로구 궁동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,56세,상해없음,보행자,남,9세,경상,37.53462970351401,126.85115817141232
2017012500100438.0,2017년 1월 25일 16시,수요일,서울특별시 은평구 응암동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,보행자,여,7세,경상,37.49323748914955,126.83135796037546
2017012500100439.0,2017년 1월 25일 16시,수요일,서울특별시 성북구 삼선동3가,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,38세,상해없음,보행자,여,10세,경상,37.59289603162034,126.923011842744
2017012500100702.0,2017년 1월 25일 21시,수요일,서울특별시 노원구 상계동,경상사고,0.0,0.0,1.0,1.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승합,남,37세,상해없음,보행자,여,37세,경상,37.586382369624,127.0137414602536
2017012600100138.0,2017년 1월 26일 08시,목요일,서울특별시 서대문구 남가좌동,부상신고사고,0.0,0.0,0.0,1.0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,보행자,여,12세,부상신고,37.679493646317255,127.05563890272818
2017012600100635.0,2017년 1월 26일 19시,목요일,서울특별시 강서구 방화동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,여,12세,경상,37.579141586463074,126.9175119778266
2017020200100177.0,2017년 2월 2일 12시,목요일,서울특별시 동작구 사당동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,1세,경상,37.56980452221351,126.80904554267774
2017020300100155.0,2017년 2월 3일 09시,금요일,서울특별시 양천구 신정동,경상사고,0.0,0.0,1.0,1.0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,남,69세,기타불명,37.48360032549178,126.97359864847428
2017020500100162.0,2017년 2월 5일 12시,일요일,서울특별시 서초구 서초동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 보도통행중,안전거리미확보,서리/결빙,맑음,단일로 - 기타,승용,남,31세,상해없음,보행자,여,3세,경상,37.51383455511129,126.86590115680607
2017020600100279.0,2017년 2월 6일 15시,월요일,서울특별시 강북구 번동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,25세,상해없음,보행자,남,10세,경상,37.48995387830789,127.03113143408954
2017020600100309.0,2017년 2월 6일 16시,월요일,서울특별시 강동구 암사동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,10세,경상,37.635307150531325,127.03155700231754
2017020600100337.0,2017년 2월 6일 17시,월요일,서울특별시 은평구 응암동,경상사고,0.0,0.0,3.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,보행자,여,25세,경상,37.55553437019821,127.13520973689693
2017020800100224.0,2017년 2월 8일 13시,수요일,서울특별시 노원구 중계동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,13세,상해없음,보행자,남,10세,경상,37.59917388150013,126.92393760225325
2017020900100250.0,2017년 2월 9일 14시,목요일,서울특별시 영등포구 여의도동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,보행자,남,8세,중상,37.65580507180604,127.07229812594171
2017020900100280.0,2017년 2월 9일 15시,목요일,서울특별시 은평구 진관동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,기타,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,보행자,남,7세,중상,37.52254805243859,126.9384016105196
2017020900100395.0,2017년 2월 9일 19시,목요일,서울특별시 강남구 청담동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,35세,상해없음,보행자,남,7세,중상,37.64795124868145,126.93075926366627
2017021100100442.0,2017년 2월 11일 19시,토요일,서울특별시 마포구 상암동,경상사고,0.0,0.0,1.0,1.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,보행자,남,11세,부상신고,37.525326219776574,127.0504662910924
2017021200100363.0,2017년 2월 12일 20시,일요일,서울특별시 강남구 대치동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,남,7세,경상,37.57738500413196,126.89267855191883
2017021300100261.0,2017년 2월 13일 14시,월요일,서울특별시 동대문구 제기동,부상신고사고,0.0,0.0,0.0,1.0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,5세,부상신고,37.49951071360214,127.06474012892144
2017021400100474.0,2017년 2월 14일 19시,화요일,서울특별시 송파구 신천동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,58세,상해없음,보행자,여,8세,중상,37.583865882802,127.03569641977953
2017021400100527.0,2017년 2월 14일 21시,화요일,서울특별시 양천구 신월동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,53세,상해없음,보행자,남,9세,중상,37.5170245901619,127.10058928920267
2017021500100306.0,2017년 2월 15일 15시,수요일,서울특별시 도봉구 창동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,보행자,남,7세,경상,37.52239922393142,126.83669954371057
2017021600100262.0,2017년 2월 16일 14시,목요일,서울특별시 마포구 망원동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,45세,상해없음,보행자,남,9세,경상,37.63792539367226,127.03723036880042
2017021600100291.0,2017년 2월 16일 15시,목요일,서울특별시 강남구 논현동,부상신고사고,0.0,0.0,0.0,1.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,26세,상해없음,보행자,남,8세,부상신고,37.55417756769529,126.90909066489029
2017021700100217.0,2017년 2월 17일 11시,금요일,서울특별시 서초구 내곡동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,승합,남,50세,상해없음,보행자,여,12세,중상,37.50916160123533,127.02655329751636
2017021700100276.0,2017년 2월 17일 13시,금요일,서울특별시 송파구 송파동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,23세,상해없음,보행자,남,10세,중상,37.456956528103575,127.05965001337007
2017021700100434.0,2017년 2월 17일 18시,금요일,서울특별시 서대문구 연희동,부상신고사고,0.0,0.0,0.0,1.0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,33세,상해없음,보행자,여,9세,부상신고,37.50926971157633,127.11042924451682
2017021800100245.0,2017년 2월 18일 12시,토요일,서울특별시 서대문구 북가좌동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,보행자,여,7세,경상,37.56642705207215,126.92928540188686
2017021800100273.0,2017년 2월 18일 13시,토요일,서울특별시 용산구 한강로3가,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,남,12세,경상,37.58336829709777,126.9119406619382
2017021800100495.0,2017년 2월 18일 20시,토요일,서울특별시 중랑구 묵동,중상사고,0.0,1.0,6.0,0.0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,남,64세,경상,승용,남,49세,경상,37.52241200588714,126.96144350238193
2017021900100112.0,2017년 2월 19일 08시,일요일,서울특별시 마포구 망원동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,66세,상해없음,보행자,남,6세,경상,37.60991191054685,127.07815811377478
2017021900100220.0,2017년 2월 19일 15시,일요일,서울특별시 중구 태평로2가,경상사고,0.0,0.0,1.0,0.0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,흐림,단일로 - 기타,승용,여,37세,상해없음,보행자,남,12세,경상,37.553315397499546,126.9061199482124
2017022100100230.0,2017년 2월 21일 13시,화요일,서울특별시 광진구 중곡동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,기타,건조,맑음,교차로 - 교차로안,승용,여,33세,기타불명,보행자,여,12세,경상,37.56487112299608,126.97670733006846
2017022100100366.0,2017년 2월 21일 18시,화요일,서울특별시 영등포구 대림동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,75세,상해없음,보행자,여,6세,경상,37.565209774940165,127.08712923204484
2017022100100399.0,2017년 2월 21일 19시,화요일,서울특별시 광진구 구의동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,60세,상해없음,보행자,남,8세,중상,37.49577539307815,126.90476587422064
2017022300100315.0,2017년 2월 23일 16시,목요일,서울특별시 강서구 화곡동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,보행자,여,9세,중상,37.540240265956605,127.09434163682356
2017022400100253.0,2017년 2월 24일 13시,금요일,서울특별시 동대문구 청량리동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,2세,경상,37.54446090073832,126.84906933000887
2017022500100450.0,2017년 2월 25일 18시,토요일,서울특별시 동작구 사당동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,24세,상해없음,보행자,남,5세,경상,37.58512282236973,127.04367362830372
2017022600100283.0,2017년 2월 26일 17시,일요일,서울특별시 광진구 구의동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,19세,상해없음,보행자,남,5세,경상,37.48579676697396,126.97701053736904
2017022700100280.0,2017년 2월 27일 14시,월요일,서울특별시 영등포구 신길동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,51세,상해없음,보행자,여,40세,상해없음,37.54310523908247,127.0861644496842
2017022700100283.0,2017년 2월 27일 14시,월요일,서울특별시 중랑구 면목동,중상사고,0.0,1.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,27세,상해없음,보행자,여,62세,중상,37.50623707098478,126.90954795459471
2017022700100314.0,2017년 2월 27일 15시,월요일,서울특별시 구로구 구로동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,54세,상해없음,보행자,남,5세,중상,37.58204538705334,127.0866738498829
2017022700100385.0,2017년 2월 27일 17시,월요일,서울특별시 관악구 신림동,경상사고,0.0,0.0,2.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,45세,상해없음,보행자,여,62세,경상,37.48492379069111,126.8872746098952
2017022700100485.0,2017년 2월 27일 20시,월요일,서울특별시 동대문구 전농동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,56세,기타불명,보행자,남,9세,경상,37.483405298723525,126.90407226786218
2017022800100398.0,2017년 2월 28일 18시,화요일,서울특별시 중랑구 면목동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51세,상해없음,보행자,여,11세,중상,37.573846823884594,127.04597338015104
2017030200100227.0,2017년 3월 2일 13시,목요일,서울특별시 동작구 상도동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,55세,상해없음,보행자,남,8세,중상,37.58807405552756,127.08628938652626
2017030200100230.0,2017년 3월 2일 13시,목요일,서울특별시 구로구 항동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,기타,건조,맑음,단일로 - 기타,승용,남,70세,상해없음,보행자,남,7세,중상,37.50045059654317,126.91867818450744
2017030200100439.0,2017년 3월 2일 20시,목요일,서울특별시 양천구 신정동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,보행자,남,7세,경상,37.48675864188649,126.82376928111825
2017030300100130.0,2017년 3월 3일 08시,금요일,서울특별시 강동구 명일동,경상사고,0.0,0.0,2.0,0.0,차대사람 - 기타,보행자보호의무위반,건조,흐림,단일로 - 기타,승용,여,56세,상해없음,보행자,여,41세,경상,37.52610224033816,126.85266932779685
2017030300100282.0,2017년 3월 3일 13시,금요일,서울특별시 관악구 봉천동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,41세,상해없음,보행자,남,7세,경상,37.54659394804742,127.14741149106584
2017030300100451.0,2017년 3월 3일 18시,금요일,서울특별시 송파구 가락동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,8세,경상,37.489209050865774,126.94841331896592
2017030300100494.0,2017년 3월 3일 19시,금요일,서울특별시 성북구 정릉동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,47세,상해없음,보행자,남,8세,중상,37.49825384045333,127.12113216040704
2017030400100198.0,2017년 3월 4일 11시,토요일,서울특별시 중랑구 망우동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,보행자,여,10세,경상,37.60105141216201,127.0147562106932
2017030400100364.0,2017년 3월 4일 16시,토요일,서울특별시 강동구 고덕동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,6세,기타불명,보행자,여,1세,중상,37.60115824429827,127.1036971506231
2017030400100496.0,2017년 3월 4일 21시,토요일,서울특별시 동작구 상도동,경상사고,0.0,0.0,1.0,1.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,29세,부상신고,보행자,여,7세,경상,37.55976753943333,127.14902514687952
2017030500100009.0,2017년 3월 5일 00시,일요일,서울특별시 광진구 광장동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 교량,승용,남,54세,상해없음,보행자,남,6세,경상,37.50012633656374,126.94113771830484
2017030500100100.0,2017년 3월 5일 10시,일요일,서울특별시 서초구 반포동,부상신고사고,0.0,0.0,0.0,1.0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,보행자,여,10세,부상신고,37.541607261620975,127.09607746399786
2017030600100259.0,2017년 3월 6일 13시,월요일,서울특별시 구로구 고척동,부상신고사고,0.0,0.0,0.0,1.0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,32세,상해없음,보행자,남,7세,부상신고,37.50507446049316,126.99723021489886
2017030600100290.0,2017년 3월 6일 14시,월요일,서울특별시 양천구 목동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,보행자,남,10세,경상,37.5066515185899,126.85603927270934
2017030600100317.0,2017년 3월 6일 15시,월요일,서울특별시 은평구 역촌동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,보행자,여,8세,경상,37.52346237625318,126.86953160489712
2017030600100335.0,2017년 3월 6일 16시,월요일,서울특별시 은평구 응암동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,50세,상해없음,보행자,여,5세,경상,37.60288030376199,126.91153786552044
2017030600100538.0,2017년 3월 6일 22시,월요일,서울특별시 강남구 대치동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,44세,상해없음,보행자,남,12세,경상,37.58599202520214,126.91756053723913
2017030700100101.0,2017년 3월 7일 08시,화요일,서울특별시 양천구 신정동,부상신고사고,0.0,0.0,0.0,1.0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,7세,부상신고,37.493531664904665,127.05906205473735
2017030700100386.0,2017년 3월 7일 18시,화요일,서울특별시 강북구 미아동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,54세,기타불명,보행자,남,12세,경상,37.51463298801605,126.86687885112998
2017030800100278.0,2017년 3월 8일 15시,수요일,서울특별시 노원구 공릉동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,남,19세,상해없음,보행자,남,10세,경상,37.616184417276,127.02796043826255
2017030900100317.0,2017년 3월 9일 15시,목요일,서울특별시 강북구 수유동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,56세,상해없음,보행자,남,6세,경상,37.62791215515789,127.07576718103113
2017030900100343.0,2017년 3월 9일 16시,목요일,서울특별시 영등포구 양평동3가,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,보행자,여,2세,중상,37.63994196149143,127.01202110145098
2017030900100365.0,2017년 3월 9일 17시,목요일,서울특별시 강남구 논현동,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,기타,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,보행자,남,9세,경상,37.52608571276178,126.89020878301218
2017031000100112.0,2017년 3월 10일 08시,금요일,서울특별시 마포구 성산동,부상신고사고,0.0,0.0,0.0,1.0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,12세,부상신고,37.50782952982115,127.02703692251956
2017031000100471.0,2017년 3월 10일 19시,금요일,서울특별시 동대문구 전농동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,보행자,남,11세,중상,37.563218372965146,126.90735479850862
2017031100100117.0,2017년 3월 11일 08시,토요일,서울특별시 강동구 길동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,남,10세,중상,37.57454714966761,127.04761120454413
2017031400100456.0,2017년 3월 14일 20시,화요일,서울특별시 종로구 숭인동,중상사고,0.0,1.0,0.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,31세,상해없음,보행자,남,12세,중상,37.53518898049453,127.13754997428454
2017031500100106.0,2017년 3월 15일 08시,수요일,서울특별시 성북구 동선동2가,경상사고,0.0,0.0,1.0,0.0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,보행자,여,12세,경상,37.57582609539083,127.01556546316463
