사고부문,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
노인운전자사고,2020031100100336,2020년 3월 11일 17시,수요일,부산광역시 금정구 금사동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,70세,상해없음,승용,남,25세,경상
노인운전자사고,2020031100100388,2020년 3월 11일 18시,수요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,75세,상해없음,이륜,남,38세,경상
노인운전자사고,2020031100100458,2020년 3월 11일 20시,수요일,부산광역시 동래구 안락동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,72세,상해없음,승용,남,62세,경상
노인운전자사고,2020031200100035,2020년 3월 12일 04시,목요일,부산광역시 해운대구 좌동,경상사고,0,0,5,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,승용,남,18세,경상
노인운전자사고,2020031200100121,2020년 3월 12일 09시,목요일,부산광역시 중구 남포동6가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,단일로 - 기타,건설기계,남,73세,상해없음,승용,여,59세,경상
노인운전자사고,2020031200100122,2020년 3월 12일 09시,목요일,부산광역시 남구 용호동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,71세,상해없음,보행자,남,56세,경상
노인운전자사고,2020031200100178,2020년 3월 12일 11시,목요일,부산광역시 북구 덕천동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,71세,상해없음,이륜,남,33세,경상
노인운전자사고,2020031200100301,2020년 3월 12일 15시,목요일,부산광역시 사하구 다대동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,자전거,남,68세,경상,화물,남,73세,상해없음
노인운전자사고,2020031200100408,2020년 3월 12일 18시,목요일,부산광역시 중구 영주동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,72세,상해없음,이륜,남,24세,경상
노인운전자사고,2020031200100409,2020년 3월 12일 18시,목요일,부산광역시 강서구 대저1동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,자전거,여,61세,중상
노인운전자사고,2020031200100475,2020년 3월 12일 20시,목요일,부산광역시 서구 부민동3가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,74세,상해없음,보행자,남,59세,중상
노인운전자사고,2020031200100562,2020년 3월 12일 23시,목요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,기타,교차로 - 교차로부근,승용,남,70세,상해없음,승용,남,59세,경상
노인운전자사고,2020031300100089,2020년 3월 13일 09시,금요일,부산광역시 금정구 장전동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,72세,상해없음,보행자,여,81세,중상
노인운전자사고,2020031300100091,2020년 3월 13일 09시,금요일,부산광역시 연제구 연산동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,70세,기타불명,승용,남,55세,경상
노인운전자사고,2020031300100115,2020년 3월 13일 10시,금요일,부산광역시 동래구 온천동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,70세,상해없음,승용,남,49세,경상
노인운전자사고,2020031300100145,2020년 3월 13일 11시,금요일,부산광역시 부산진구 가야동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,73세,상해없음,승용,남,31세,경상
노인운전자사고,2020031300100399,2020년 3월 13일 19시,금요일,부산광역시 해운대구 반여동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,기타 - 기타,화물,남,70세,상해없음,승용,남,67세,경상
노인운전자사고,2020031300100493,2020년 3월 13일 22시,금요일,부산광역시 사상구 덕포동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,보행자,남,50세,경상
노인운전자사고,2020031400100104,2020년 3월 14일 08시,토요일,부산광역시 해운대구 우동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,68세,기타불명,보행자,여,48세,중상
노인운전자사고,2020031400100106,2020년 3월 14일 08시,토요일,부산광역시 사상구 학장동,중상사고,0,1,0,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,화물,남,70세,상해없음,승용,여,35세,중상
노인운전자사고,2020031400100268,2020년 3월 14일 14시,토요일,부산광역시 수영구 망미동,중상사고,0,1,3,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 고가도로위,승용,남,73세,중상,승용,남,22세,상해없음
노인운전자사고,2020031400100298,2020년 3월 14일 15시,토요일,부산광역시 금정구 부곡동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,78세,상해없음,이륜,남,36세,경상
노인운전자사고,2.02003E+15,2020년 3월 14일 15시,토요일,부산광역시 강서구 녹산동,중상사고,0,1,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,승용,남,51세,중상
노인운전자사고,2020031400100338,2020년 3월 14일 16시,토요일,부산광역시 수영구 망미동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,이륜,남,33세,중상
노인운전자사고,2020031400100367,2020년 3월 14일 17시,토요일,부산광역시 해운대구 반여동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,화물,남,66세,상해없음,승용,남,27세,기타불명
노인운전자사고,2020031600100079,2020년 3월 16일 08시,월요일,부산광역시 금정구 구서동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,77세,상해없음,보행자,여,67세,중상
