사고부문,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
노인사고,2020110400100161,2020년 11월 4일 09시,수요일,부산광역시 서구 서대신동2가,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,기타,건조,맑음,교차로 - 교차로부근,승용,남,69세,상해없음,보행자,여,66세,경상
노인사고,2020110400100162,2020년 11월 4일 09시,수요일,부산광역시 서구 부민동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,승용,여,65세,경상
노인사고,2.02011E+15,2020년 11월 4일 10시,수요일,부산광역시 동래구 안락동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,65세,상해없음,승용,남,67세,중상
노인사고,2020110400100242,2020년 11월 4일 11시,수요일,부산광역시 사상구 학장동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,37세,상해없음,보행자,여,78세,중상
노인사고,2.02011E+15,2020년 11월 4일 13시,수요일,부산광역시 부산진구 부암동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,건설기계,남,44세,상해없음,승용,남,70세,경상
노인사고,2020110400100397,2020년 11월 4일 15시,수요일,부산광역시 기장군 기장읍,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,건설기계,남,48세,상해없음,보행자,여,80세,사망
노인사고,2.02011E+15,2020년 11월 4일 18시,수요일,부산광역시 남구 우암동,중상사고,0,1,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,72세,중상,승용,남,57세,부상신고
노인사고,2020110400100638,2020년 11월 4일 20시,수요일,부산광역시 해운대구 중동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,62세,상해없음,보행자,남,84세,경상
노인사고,2020110400100639,2020년 11월 4일 20시,수요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,건설기계,남,72세,상해없음,승용,여,72세,경상
노인사고,2020110500100175,2020년 11월 5일 10시,목요일,부산광역시 북구 화명동,경상사고,0,0,1,1,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,67세,부상신고,승용,남,38세,경상
노인사고,2020110500100176,2020년 11월 5일 10시,목요일,부산광역시 금정구 부곡동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,44세,상해없음,승합,남,42세,상해없음
노인사고,2020110500100266,2020년 11월 5일 13시,목요일,부산광역시 사하구 장림동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승합,남,42세,상해없음
노인사고,2020110500100267,2020년 11월 5일 13시,목요일,부산광역시 사상구 감전동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,52세,상해없음,승용,남,73세,경상
노인사고,2020110500100324,2020년 11월 5일 15시,목요일,부산광역시 북구 덕천동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,26세,상해없음,승용,여,68세,경상
노인사고,2020110500100457,2020년 11월 5일 18시,목요일,부산광역시 사상구 삼락동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,73세,중상,농기계,남,33세,상해없음
노인사고,2020110500100519,2020년 11월 5일 19시,목요일,부산광역시 해운대구 재송동,중상사고,0,1,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,특수,남,52세,상해없음,승용,여,44세,경상
노인사고,2020110500100569,2020년 11월 5일 20시,목요일,부산광역시 해운대구 반여동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,56세,상해없음,보행자,여,76세,중상
노인사고,2020110500100629,2020년 11월 5일 22시,목요일,부산광역시 해운대구 좌동,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,66세,중상,승용,여,49세,경상
노인사고,2.02011E+15,2020년 11월 5일 22시,목요일,부산광역시 부산진구 개금동,경상사고,0,0,3,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,36세,상해없음,승용,남,66세,부상신고
노인사고,2.02011E+15,2020년 11월 6일 08시,금요일,부산광역시 서구 충무동1가,중상사고,0,1,0,0,차대차 - 기타,기타,건조,맑음,교차로 - 교차로안,화물,남,62세,상해없음,승합,남,48세,상해없음
노인사고,2020110600100154,2020년 11월 6일 10시,금요일,부산광역시 금정구 노포동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,이륜,남,81세,중상
노인사고,2020110600100155,2020년 11월 6일 10시,금요일,부산광역시 사상구 덕포동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,32세,경상
노인사고,2020110600100183,2020년 11월 6일 11시,금요일,부산광역시 동래구 명장동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,38세,상해없음,승용,남,67세,경상
