사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,고속도로명
2022031500100048,2022년 3월 15일 07시,화요일,세종특별자치시 금남면,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,화물,남,23세,중상,당진영덕고속도로
2022032300100231,2022년 3월 23일 15시,수요일,경상북도 상주시 낙동면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,주차장 - 주차장,화물,남,62세,상해없음,승용,남,34세,경상,당진영덕고속도로
2022040500100560,2022년 4월 5일 23시,화요일,경상북도 상주시 화남면,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,경상,승용,남,56세,상해없음,당진영덕고속도로
2022041700100369,2022년 4월 17일 18시,일요일,충청북도 보은군 회인면,중상사고,0,3,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,48세,상해없음,화물,남,31세,경상,당진영덕고속도로
2022051300100593,2022년 5월 13일 20시,금요일,경상북도 상주시 화서면,중상사고,0,2,5,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51세,상해없음,승용,여,32세,경상,당진영덕고속도로
2022051400100096,2022년 5월 14일 07시,토요일,경상북도 상주시 낙동면,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,59세,상해없음,승합,남,42세,경상,당진영덕고속도로
2022051900100120,2022년 5월 19일 08시,목요일,대전광역시 유성구 안산동,중상사고,0,9,14,0,차량단독 - 전도전복 - 전도,기타,건조,맑음,기타 - 기타,승합,남,69세,상해없음,,,,,당진영덕고속도로
2022052900100119,2022년 5월 29일 10시,일요일,충청남도 공주시 우성면,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,70세,경상,당진영덕고속도로
2022053100100029,2022년 5월 31일 04시,화요일,경상북도 상주시 내서면,중상사고,0,2,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,72세,중상,화물,남,56세,중상,당진영덕고속도로
2022060300100589,2022년 6월 3일 21시,금요일,경상북도 상주시 내서면,중상사고,0,1,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,65세,상해없음,승용,남,46세,경상,당진영덕고속도로
2022061700100335,2022년 6월 17일 15시,금요일,충청북도 보은군 탄부면,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,특수,남,59세,상해없음,화물,남,59세,경상,당진영덕고속도로
2022061800100074,2022년 6월 18일 06시,토요일,경상북도 상주시 내서면,경상사고,0,0,5,0,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,단일로 - 기타,승합,기타불명,미분류,기타불명,,,,,당진영덕고속도로
2022070300100087,2022년 7월 3일 08시,일요일,충청북도 청주시 상당구 가덕면,중상사고,0,1,1,0,차대차 - 후진중충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,59세,상해없음,화물,남,66세,경상,당진영덕고속도로
2022070500100018,2022년 7월 5일 03시,화요일,충청북도 보은군 회인면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,43세,상해없음,화물,남,26세,경상,당진영덕고속도로
2022070600100589,2022년 7월 6일 23시,수요일,충청북도 보은군 회인면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,특수,남,48세,상해없음,화물,남,48세,중상,당진영덕고속도로
2022071200100061,2022년 7월 12일 07시,화요일,경상북도 상주시 가장동,사망사고,1,0,0,0,차량단독 - 도로외이탈 - 추락,안전운전불이행,건조,흐림,단일로 - 기타,화물,남,56세,사망,,,,,당진영덕고속도로
2022071800100589,2022년 7월 18일 23시,월요일,충청북도 보은군 회인면,사망사고,1,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51세,사망,승용,여,51세,중상,당진영덕고속도로
2022073000100135,2022년 7월 30일 09시,토요일,경상북도 상주시 내서면,중상사고,0,2,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 터널,승용,남,34세,경상,승용,여,47세,중상,당진영덕고속도로
2022080100100257,2022년 8월 1일 14시,월요일,충청북도 보은군 회인면,중상사고,0,1,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 터널,화물,남,69세,중상,승용,남,43세,경상,당진영덕고속도로
2022080200100098,2022년 8월 2일 08시,화요일,경상북도 상주시 화서면,사망사고,1,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승합,남,69세,상해없음,화물,남,72세,경상,당진영덕고속도로
2022081200100431,2022년 8월 12일 17시,금요일,경상북도 상주시 지천동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,45세,경상,당진영덕고속도로
2022083100100137,2022년 8월 31일 09시,수요일,충청남도 예산군 고덕면,중상사고,0,1,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,55세,상해없음,승용,남,25세,중상,당진영덕고속도로
2022090200100554,2022년 9월 2일 18시,금요일,대전광역시 유성구 교촌동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,여,52세,경상,당진영덕고속도로
2022090400100014,2022년 9월 4일 01시,일요일,충청북도 보은군 수한면,사망사고,1,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,64세,사망,화물,남,61세,경상,당진영덕고속도로
2022090400100199,2022년 9월 4일 13시,일요일,경상북도 안동시 일직면,중상사고,0,2,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41세,상해없음,승용,남,50세,중상,당진영덕고속도로
2022090500100559,2022년 9월 5일 20시,월요일,경상북도 상주시 낙동면,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,52세,경상,승합,남,61세,경상,당진영덕고속도로
2022091500100290,2022년 9월 15일 15시,목요일,경상북도 상주시 내서면,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,특수,남,62세,상해없음,승용,남,51세,경상,당진영덕고속도로
2022092600100607,2022년 9월 26일 23시,월요일,대전광역시 유성구 안산동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,경상,승용,남,45세,경상,당진영덕고속도로
2022092900100569,2022년 9월 29일 20시,목요일,경상북도 상주시 낙동면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,44세,상해없음,특수,남,50세,경상,당진영덕고속도로
2022100400100259,2022년 10월 4일 13시,화요일,경상북도 상주시 내서면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,62세,상해없음,보행자,남,41세,경상,당진영덕고속도로
2022100800100039,2022년 10월 8일 02시,토요일,충청북도 청주시 서원구 남이면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,화물,남,46세,경상,당진영덕고속도로
2022100900100286,2022년 10월 9일 16시,일요일,충청북도 청주시 서원구 남이면,경상사고,0,0,7,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,특수,남,64세,상해없음,승용,남,64세,경상,당진영덕고속도로
2022101000100213,2022년 10월 10일 14시,월요일,충청남도 공주시 우성면,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,43세,상해없음,승용,남,43세,경상,당진영덕고속도로
2022101600100413,2022년 10월 16일 19시,일요일,충청남도 공주시 우성면,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,승용,남,80세,중상,당진영덕고속도로
2022102300100251,2022년 10월 23일 15시,일요일,충청북도 보은군 탄부면,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,주차장 - 주차장,화물,남,61세,상해없음,승용,남,43세,상해없음,당진영덕고속도로
2022102400100363,2022년 10월 24일 14시,월요일,충청북도 보은군 보은읍,경상사고,0,0,1,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,49세,상해없음,승용,남,31세,경상,당진영덕고속도로
2022102400100527,2022년 10월 24일 18시,월요일,충청남도 공주시 우성면,중상사고,0,3,1,0,차대차 - 추돌,기타,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,건설기계,남,43세,경상,당진영덕고속도로
2022102700100081,2022년 10월 27일 07시,목요일,경상북도 안동시 길안면,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,32세,상해없음,승용,남,60세,경상,당진영덕고속도로
2022102700100384,2022년 10월 27일 15시,목요일,충청북도 보은군 마로면,중상사고,0,1,4,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,76세,경상,화물,남,48세,중상,당진영덕고속도로
2022102900100318,2022년 10월 29일 14시,토요일,경상북도 상주시 낙동면,중상사고,0,1,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,78세,상해없음,승용,남,58세,경상,당진영덕고속도로
2022110800100620,2022년 11월 8일 21시,화요일,충청북도 청주시 상당구 문의면,사망사고,1,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,사망,화물,남,42세,경상,당진영덕고속도로
2022111500100514,2022년 11월 15일 18시,화요일,경상북도 상주시 낙동면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,55세,상해없음,승용,남,35세,경상,당진영덕고속도로
2022121700100114,2022년 12월 17일 09시,토요일,충청남도 예산군 고덕면,중상사고,0,12,17,0,차대차 - 기타,안전운전불이행,적설,눈,단일로 - 기타,승합,남,56세,상해없음,승용,남,31세,상해없음,당진영덕고속도로
2022121700100115,2022년 12월 17일 09시,토요일,충청남도 공주시 사곡면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,적설,눈,단일로 - 기타,승용,남,31세,상해없음,승용,남,52세,상해없음,당진영덕고속도로
2022122000100290,2022년 12월 20일 13시,화요일,충청북도 청주시 상당구 문의면,경상사고,0,0,4,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,여,48세,경상,화물,남,54세,경상,당진영덕고속도로
2022122100100184,2022년 12월 21일 09시,수요일,경상북도 영덕군 지품면,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,적설,눈,단일로 - 기타,화물,남,74세,상해없음,승용,남,63세,상해없음,당진영덕고속도로
2022122100100186,2022년 12월 21일 09시,수요일,경상북도 상주시 낙동면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,적설,눈,단일로 - 기타,승용,여,50세,상해없음,승용,남,30세,경상,당진영덕고속도로
2022122700100318,2022년 12월 27일 15시,화요일,충청남도 공주시 유구읍,중상사고,0,2,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,31세,상해없음,승용,여,44세,경상,당진영덕고속도로
2022122800100006,2022년 12월 28일 00시,수요일,충청북도 보은군 마로면,사망사고,1,0,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,48세,사망,화물,남,63세,상해없음,당진영덕고속도로
2022090900100292,2022년 9월 9일 14시,금요일,대구광역시 달성군 다사읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,27세,경상,대구외곽순환고속도로
2022110900100319,2022년 11월 9일 15시,수요일,대구광역시 달성군 다사읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,38세,상해없음,승용,남,47세,경상,대구외곽순환고속도로
2022111300100279,2022년 11월 13일 16시,일요일,경상북도 칠곡군 지천면,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,37세,경상,승용,남,41세,중상,대구외곽순환고속도로
2022011000100124,2022년 1월 10일 09시,월요일,대전광역시 중구 안영동,사망사고,1,0,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51세,사망,,,,,대전남부순환고속도로
2022012600100341,2022년 1월 26일 16시,수요일,대전광역시 동구 이사동,중상사고,0,1,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,37세,중상,화물,남,75세,경상,대전남부순환고속도로
2022083100100382,2022년 8월 31일 17시,수요일,대전광역시 서구 괴곡동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,42세,경상,대전남부순환고속도로
2022091700100550,2022년 9월 17일 20시,토요일,대전광역시 서구 관저동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,55세,상해없음,승용,남,30세,경상,대전남부순환고속도로
2022111100100065,2022년 11월 11일 06시,금요일,대전광역시 서구 관저동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,화물,남,57세,경상,대전남부순환고속도로
2022111500100359,2022년 11월 15일 15시,화요일,대전광역시 중구 안영동,중상사고,0,2,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,29세,상해없음,화물,남,54세,중상,대전남부순환고속도로
2022122200100396,2022년 12월 22일 18시,목요일,대전광역시 중구 안영동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,61세,중상,,,,,대전남부순환고속도로
2022010100100153,2022년 1월 1일 14시,토요일,부산광역시 기장군 기장읍,경상사고,0,0,6,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,57세,상해없음,동해고속도로
2022010200100070,2022년 1월 2일 11시,일요일,강원도 양양군 서면,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,승용,남,44세,경상,동해고속도로
2022010400100497,2022년 1월 4일 21시,화요일,울산광역시 울주군 온양읍,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,승합,남,44세,중상,동해고속도로
2022010600100257,2022년 1월 6일 14시,목요일,강원도 양양군 강현면,경상사고,0,0,2,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,여,44세,상해없음,승용,남,57세,경상,동해고속도로
2022011900100367,2022년 1월 19일 18시,수요일,강원도 강릉시 주문진읍,사망사고,1,1,1,0,차대차 - 추돌,안전거리미확보,젖음/습기,흐림,단일로 - 기타,화물,남,54세,중상,화물,남,62세,경상,동해고속도로
2022011900100368,2022년 1월 19일 18시,수요일,강원도 강릉시 사천면,중상사고,0,1,2,1,차대차 - 추돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,41세,상해없음,승용,남,40세,경상,동해고속도로
2022013000100094,2022년 1월 30일 12시,일요일,강원도 강릉시 성산면,부상신고사고,0,0,0,3,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,54세,상해없음,승용,남,28세,부상신고,동해고속도로
2022013000100120,2022년 1월 30일 13시,일요일,강원도 양양군 현남면,경상사고,0,0,4,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 터널,승용,남,23세,상해없음,승용,남,44세,경상,동해고속도로
2022020400100245,2022년 2월 4일 15시,금요일,경상북도 경주시 외동읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,건설기계,남,42세,상해없음,승용,남,81세,경상,동해고속도로
2022020500100090,2022년 2월 5일 11시,토요일,강원도 강릉시 성산면,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,화물,여,54세,경상,동해고속도로
2022021100100420,2022년 2월 11일 19시,금요일,강원도 강릉시 성산면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,62세,상해없음,승용,여,48세,상해없음,동해고속도로
2022021200100243,2022년 2월 12일 16시,토요일,부산광역시 기장군 기장읍,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,승용,남,51세,경상,동해고속도로
2022021400100179,2022년 2월 14일 12시,월요일,부산광역시 기장군 일광면,경상사고,0,0,4,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,47세,상해없음,승용,남,58세,경상,동해고속도로
2022021700100091,2022년 2월 17일 09시,목요일,울산광역시 중구 다운동,경상사고,0,0,2,0,차대차 - 추돌,신호위반,건조,맑음,단일로 - 기타,화물,남,58세,경상,승용,여,34세,경상,동해고속도로
2022022100100292,2022년 2월 21일 15시,월요일,강원도 강릉시 주문진읍,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승용,남,31세,중상,동해고속도로
2022022400100102,2022년 2월 24일 09시,목요일,울산광역시 중구 다운동,중상사고,0,2,0,0,차대차 - 기타,기타,건조,맑음,단일로 - 터널,화물,남,55세,상해없음,화물,남,70세,중상,동해고속도로
2022030100100154,2022년 3월 1일 14시,화요일,부산광역시 기장군 일광면,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,남,60세,경상,동해고속도로
2022030300100387,2022년 3월 3일 18시,목요일,울산광역시 울주군 범서읍,중상사고,0,1,0,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,특수,남,60세,상해없음,승용,여,59세,중상,동해고속도로
2022030500100316,2022년 3월 5일 17시,토요일,부산광역시 기장군 일광읍,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,여,39세,경상,동해고속도로
2022032500100342,2022년 3월 25일 18시,금요일,부산광역시 기장군 기장읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,43세,중상,동해고속도로
2022032700100021,2022년 3월 27일 02시,일요일,강원도 동해시 천곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,남,38세,경상,동해고속도로
2022040300100373,2022년 4월 3일 21시,일요일,경상북도 경주시 문무대왕면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 터널,승용,남,42세,기타불명,승용,여,46세,경상,동해고속도로
2022040600100337,2022년 4월 6일 17시,수요일,부산광역시 기장군 장안읍,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,여,37세,경상,화물,남,45세,경상,동해고속도로
2022040900100421,2022년 4월 9일 17시,토요일,부산광역시 기장군 장안읍,경상사고,0,0,2,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,여,56세,경상,동해고속도로
2022042400100381,2022년 4월 24일 20시,일요일,경상북도 경주시 문무대왕면,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,여,40세,경상,동해고속도로
2022042500100251,2022년 4월 25일 13시,월요일,울산광역시 울주군 온양읍,사망사고,1,0,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,54세,상해없음,화물,남,69세,사망,동해고속도로
2022042600100282,2022년 4월 26일 13시,화요일,부산광역시 기장군 장안읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,38세,상해없음,화물,남,62세,경상,동해고속도로
2022042900100617,2022년 4월 29일 22시,금요일,부산광역시 기장군 장안읍,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,여,25세,경상,동해고속도로
2022050600100400,2022년 5월 6일 16시,금요일,울산광역시 울주군 청량읍,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,65세,상해없음,,,,,동해고속도로
2022050800100180,2022년 5월 8일 13시,일요일,부산광역시 기장군 기장읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,45세,상해없음,승용,여,29세,경상,동해고속도로
2022052000100333,2022년 5월 20일 15시,금요일,부산광역시 기장군 일광읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,특수,남,69세,상해없음,승용,여,59세,경상,동해고속도로
2022060600100479,2022년 6월 6일 23시,월요일,강원도 동해시 발한동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 교량,승용,남,28세,상해없음,승합,남,38세,경상,동해고속도로
2022060900100291,2022년 6월 9일 15시,목요일,부산광역시 기장군 기장읍,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,화물,남,52세,부상신고,동해고속도로
2022061100100050,2022년 6월 11일 03시,토요일,경상북도 경주시 외동읍,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,단일로 - 기타,승용,남,77세,상해없음,승용,여,25세,경상,동해고속도로
2022061400100342,2022년 6월 14일 15시,화요일,경상북도 경주시 외동읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,22세,상해없음,승용,남,42세,경상,동해고속도로
2022062200100339,2022년 6월 22일 15시,수요일,부산광역시 기장군 일광읍,중상사고,0,1,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,42세,중상,승용,여,62세,경상,동해고속도로
2022070100100444,2022년 7월 1일 17시,금요일,부산광역시 기장군 일광읍,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,화물,남,66세,상해없음,승용,여,48세,경상,동해고속도로
2022070900100279,2022년 7월 9일 14시,토요일,경상북도 경주시 외동읍,사망사고,1,1,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,66세,상해없음,,,,,동해고속도로
2022072400100094,2022년 7월 24일 10시,일요일,강원도 양양군 서면,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,승용,남,49세,경상,동해고속도로
2022080200100008,2022년 8월 2일 00시,화요일,강원도 강릉시 연곡면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,52세,상해없음,화물,남,58세,경상,동해고속도로
2022080400100505,2022년 8월 4일 21시,목요일,부산광역시 기장군 장안읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,화물,남,56세,경상,동해고속도로
2022081100100299,2022년 8월 11일 16시,목요일,울산광역시 울주군 청량읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,22세,상해없음,승용,여,56세,중상,동해고속도로
2022083000100357,2022년 8월 30일 16시,화요일,울산광역시 중구 다운동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,43세,상해없음,승용,여,67세,경상,동해고속도로
2022090200100533,2022년 9월 2일 18시,금요일,부산광역시 기장군 기장읍,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,28세,경상,승용,남,37세,경상,동해고속도로
2022090900100046,2022년 9월 9일 03시,금요일,강원도 강릉시 옥계면,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,여,59세,중상,동해고속도로
2022092200100024,2022년 9월 22일 03시,목요일,강원도 강릉시 사천면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,27세,경상,승용,남,40세,상해없음,동해고속도로
2022100200100250,2022년 10월 2일 16시,일요일,부산광역시 기장군 기장읍,경상사고,0,0,2,6,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,승용,남,45세,부상신고,동해고속도로
2022100400100062,2022년 10월 4일 07시,화요일,강원도 강릉시 강동면,경상사고,0,0,3,0,차대차 - 정면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,49세,상해없음,승용,남,65세,상해없음,동해고속도로
2022100700100208,2022년 10월 7일 10시,금요일,강원도 강릉시 강동면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,31세,상해없음,특수,남,42세,경상,동해고속도로
2022100800100208,2022년 10월 8일 11시,토요일,강원도 동해시 지흥동,경상사고,0,0,1,2,차대차 - 추돌,차로위반,건조,맑음,단일로 - 기타,승용,남,71세,상해없음,승합,남,64세,상해없음,동해고속도로
2022101100100145,2022년 10월 11일 09시,화요일,부산광역시 기장군 장안읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승합,남,61세,상해없음,동해고속도로
2022101700100001,2022년 10월 17일 00시,월요일,부산광역시 기장군 일광읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,중상,화물,남,57세,상해없음,동해고속도로
2022103000100249,2022년 10월 30일 14시,일요일,울산광역시 울주군 온양읍,중상사고,0,2,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,승용,남,23세,중상,동해고속도로
2022110200100594,2022년 11월 2일 22시,수요일,부산광역시 기장군 일광읍,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,여,32세,경상,동해고속도로
2022110300100130,2022년 11월 3일 09시,목요일,강원도 강릉시 강동면,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 터널,승용,남,39세,상해없음,화물,남,42세,부상신고,동해고속도로
2022111400100309,2022년 11월 14일 15시,월요일,강원도 동해시 망상동,부상신고사고,0,0,0,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,여,66세,부상신고,동해고속도로
2022111500100084,2022년 11월 15일 07시,화요일,강원도 강릉시 성산면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,52세,상해없음,화물,남,40세,중상,동해고속도로
2022111900100167,2022년 11월 19일 11시,토요일,부산광역시 기장군 기장읍,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,23세,경상,동해고속도로
