사고부문,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
뺑소니사고,2021062600100004,2021년 6월 26일 00시,토요일,부산광역시 중구 보수동3가,경상사고,0,0,5,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,57세,상해없음,승용,남,58세,경상
뺑소니사고,2021062600100112,2021년 6월 26일 09시,토요일,부산광역시 금정구 노포동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,64세,기타불명,승용,남,52세,부상신고
뺑소니사고,2021062600100333,2021년 6월 26일 15시,토요일,부산광역시 부산진구 전포동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,여,16세,경상
뺑소니사고,2021062700100075,2021년 6월 27일 07시,일요일,부산광역시 연제구 거제동,중상사고,0,1,0,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,여,37세,중상
뺑소니사고,2021062700100114,2021년 6월 27일 10시,일요일,부산광역시 금정구 부곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,87세,상해없음,보행자,남,41세,경상
뺑소니사고,2021062800100049,2021년 6월 28일 07시,월요일,부산광역시 부산진구 초읍동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,46세,상해없음,,,,
뺑소니사고,2021062900100327,2021년 6월 29일 15시,화요일,부산광역시 수영구 수영동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,보행자,남,85세,경상
뺑소니사고,2021062900100562,2021년 6월 29일 20시,화요일,부산광역시 해운대구 반송동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,44세,상해없음,보행자,여,79세,중상
뺑소니사고,2021070100100294,2021년 7월 1일 14시,목요일,부산광역시 연제구 거제동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,34세,상해없음,자전거,남,66세,부상신고
뺑소니사고,2021070100100402,2021년 7월 1일 17시,목요일,부산광역시 부산진구 양정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,48세,상해없음,승용,남,28세,경상
뺑소니사고,2021070300100119,2021년 7월 3일 10시,토요일,부산광역시 해운대구 중동,경상사고,0,0,6,0,차대차 - 정면충돌,중앙선침범,건조,흐림,교차로 - 교차로부근,승용,남,26세,상해없음,승용,여,29세,경상
뺑소니사고,2021070300100422,2021년 7월 3일 18시,토요일,부산광역시 금정구 금사동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,기타 - 기타,승합,남,46세,기타불명,승용,남,67세,경상
뺑소니사고,2021070300100565,2021년 7월 3일 21시,토요일,부산광역시 기장군 기장읍,경상사고,0,0,3,0,차대차 - 정면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,61세,상해없음,승용,남,64세,경상
뺑소니사고,2021070500100149,2021년 7월 5일 10시,월요일,부산광역시 부산진구 부암동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,여,33세,경상
뺑소니사고,2021070500100569,2021년 7월 5일 22시,월요일,부산광역시 부산진구 전포동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,젖음/습기,비,교차로 - 교차로안,승용,여,33세,상해없음,승용,여,59세,경상
